TRANSLIT,OGTXT,KEY
μὴ σύ γ' ἄνευθεν ἐμεῖο λιλαίεσθαι πολεμίζειν,μὴ σύ γ' ἄνευθεν ἐμεῖο λιλαίεσθαι πολεμίζειν,O
Τρωσὶ φιλοπτολέμοισιν: ἀτιμότερον δέ με θήσεις: 9,Τρωσὶ φιλοπτολέμοισιν: ἀτιμότερον δέ με θήσεις: 9,O
μὴ δ' ἐπαγαλλόμενος πολέμῳ καὶ δηϊοτῆτι,μὴ δ' ἐπαγαλλόμενος πολέμῳ καὶ δηϊοτῆτι,O
"Τρῶας ἐναιρόμενος προτὶ Ἴλιον ἡγεμονεύειν,","Τρῶας ἐναιρόμενος προτὶ Ἴλιον ἡγεμονεύειν,",O
μή τις ἀπ' Οὐλύμποιο θεῶν αἰειγενετάων,μή τις ἀπ' Οὐλύμποιο θεῶν αἰειγενετάων,O
ἐμβήῃ: μάλα τούς γε φιλεῖ ἑκάεργος Ἀπόλλων:,ἐμβήῃ: μάλα τούς γε φιλεῖ ἑκάεργος Ἀπόλλων:,O
"ἀλλὰ πάλιν τρωπᾶσθαι, ἐπὴν φάος ἐν νήεσσι 9","ἀλλὰ πάλιν τρωπᾶσθαι, ἐπὴν φάος ἐν νήεσσι 9",O
"θήῃς, τοὺς δ' ἔτ' ἐᾶν πεδίον κάτα δηριάασθαι.","θήῃς, τοὺς δ' ἔτ' ἐᾶν πεδίον κάτα δηριάασθαι.",O
αἲ γὰρ Ζεῦ τε πάτερ καὶ Ἀθηναίη καὶ Ἄπολλον,αἲ γὰρ Ζεῦ τε πάτερ καὶ Ἀθηναίη καὶ Ἄπολλον,O
"μήτέ τις οὖν Τρώων θάνατον φύγοι ὅσσοι ἔασι,","μήτέ τις οὖν Τρώων θάνατον φύγοι ὅσσοι ἔασι,",O
"μήτέ τις Ἀργείων, νῶϊν δ' ἐκδῦμεν ὄλεθρον,","μήτέ τις Ἀργείων, νῶϊν δ' ἐκδῦμεν ὄλεθρον,",O
ὄφρ' οἶοι Τροίης ἱερὰ κρήδεμνα λύωμεν. ,ὄφρ' οἶοι Τροίης ἱερὰ κρήδεμνα λύωμεν. ,O
"ὣς οἳ μὲν τοιαῦτα πρὸς ἀλλήλους ἀγόρευον,","ὣς οἳ μὲν τοιαῦτα πρὸς ἀλλήλους ἀγόρευον,",O
Αἴας δ' οὐκ ἔτ' ἔμιμνε: βιάζετο γὰρ βελέεσσι:,Αἴας δ' οὐκ ἔτ' ἔμιμνε: βιάζετο γὰρ βελέεσσι:,O
δάμνα μιν Ζηνός τε νόος καὶ Τρῶες ἀγαυοὶ,δάμνα μιν Ζηνός τε νόος καὶ Τρῶες ἀγαυοὶ,O
βάλλοντες: δεινὴν δὲ περὶ κροτάφοισι φαεινὴ,βάλλοντες: δεινὴν δὲ περὶ κροτάφοισι φαεινὴ,O
"πήληξ βαλλομένη καναχὴν ἔχε, βάλλετο δ' αἰεὶ ","πήληξ βαλλομένη καναχὴν ἔχε, βάλλετο δ' αἰεὶ ",O
κὰπ φάλαρ' εὐποίηθ': ὃ δ' ἀριστερὸν ὦμον ἔκαμνεν,κὰπ φάλαρ' εὐποίηθ': ὃ δ' ἀριστερὸν ὦμον ἔκαμνεν,O
ἔμπεδον αἰὲν ἔχων σάκος αἰόλον: οὐδὲ δύναντο,ἔμπεδον αἰὲν ἔχων σάκος αἰόλον: οὐδὲ δύναντο,O
ἀμφ' αὐτῷ πελεμίξαι ἐρείδοντες βελέεσσιν.,ἀμφ' αὐτῷ πελεμίξαι ἐρείδοντες βελέεσσιν.,O
"αἰεὶ δ' ἀργαλέῳ ἔχετ' ἄσθματι, κὰδ δέ οἱ ἱδρὼς","αἰεὶ δ' ἀργαλέῳ ἔχετ' ἄσθματι, κὰδ δέ οἱ ἱδρὼς",O
"πάντοθεν ἐκ μελέων πολὺς ἔρρεεν, οὐδέ πῃ εἶχεν ","πάντοθεν ἐκ μελέων πολὺς ἔρρεεν, οὐδέ πῃ εἶχεν ",O
ἀμπνεῦσαι: πάντῃ δὲ κακὸν κακῷ ἐστήρικτο.,ἀμπνεῦσαι: πάντῃ δὲ κακὸν κακῷ ἐστήρικτο.,O
"ἔσπετε νῦν μοι Μοῦσαι Ὀλύμπια δώματ' ἔχουσαι,","ἔσπετε νῦν μοι Μοῦσαι Ὀλύμπια δώματ' ἔχουσαι,",O
ὅππως δὴ πρῶτον πῦρ ἔμπεσε νηυσὶν Ἀχαιῶν.,ὅππως δὴ πρῶτον πῦρ ἔμπεσε νηυσὶν Ἀχαιῶν.,O
Ἕκτωρ Αἴαντος δόρυ μείλινον ἄγχι παραστὰς,Ἕκτωρ Αἴαντος δόρυ μείλινον ἄγχι παραστὰς,O
"πλῆξ' ἄορι μεγάλῳ αἰχμῆς παρὰ καυλὸν ὄπισθεν, ","πλῆξ' ἄορι μεγάλῳ αἰχμῆς παρὰ καυλὸν ὄπισθεν, ",O
ἀντικρὺ δ' ἀπάραξε: τὸ μὲν Τελαμώνιος Αἴας,ἀντικρὺ δ' ἀπάραξε: τὸ μὲν Τελαμώνιος Αἴας,O
"πῆλ' αὔτως ἐν χειρὶ κόλον δόρυ, τῆλε δ' ἀπ' αὐτοῦ","πῆλ' αὔτως ἐν χειρὶ κόλον δόρυ, τῆλε δ' ἀπ' αὐτοῦ",O
αἰχμὴ χαλκείη χαμάδις βόμβησε πεσοῦσα.,αἰχμὴ χαλκείη χαμάδις βόμβησε πεσοῦσα.,O
γνῶ δ' Αἴας κατὰ θυμὸν ἀμύμονα ῥίγησέν τε,γνῶ δ' Αἴας κατὰ θυμὸν ἀμύμονα ῥίγησέν τε,O
"ἔργα θεῶν, ὅ ῥα πάγχυ μάχης ἐπὶ μήδεα κεῖρε ","ἔργα θεῶν, ὅ ῥα πάγχυ μάχης ἐπὶ μήδεα κεῖρε ",O
"Ζεὺς ὑψιβρεμέτης, Τρώεσσι δὲ βούλετο νίκην:","Ζεὺς ὑψιβρεμέτης, Τρώεσσι δὲ βούλετο νίκην:",O
χάζετο δ' ἐκ βελέων. τοὶ δ' ἔμβαλον ἀκάματον πῦρ,χάζετο δ' ἐκ βελέων. τοὶ δ' ἔμβαλον ἀκάματον πῦρ,O
νηὶ̈ θοῇ: τῆς δ' αἶψα κατ' ἀσβέστη κέχυτο φλόξ.,νηὶ̈ θοῇ: τῆς δ' αἶψα κατ' ἀσβέστη κέχυτο φλόξ.,O
ὣς τὴν μὲν πρυμνὴν πῦρ ἄμφεπεν: αὐτὰρ Ἀχιλλεὺς,ὣς τὴν μὲν πρυμνὴν πῦρ ἄμφεπεν: αὐτὰρ Ἀχιλλεὺς,O
μηρὼ πληξάμενος Πατροκλῆα προσέειπεν: ,μηρὼ πληξάμενος Πατροκλῆα προσέειπεν: ,O
ὄρσεο διογενὲς Πατρόκλεες ἱπποκέλευθε:,ὄρσεο διογενὲς Πατρόκλεες ἱπποκέλευθε:,O
λεύσσω δὴ παρὰ νηυσὶ πυρὸς δηί̈οιο ἰωήν:,λεύσσω δὴ παρὰ νηυσὶ πυρὸς δηί̈οιο ἰωήν:,O
μὴ δὴ νῆας ἕλωσι καὶ οὐκέτι φυκτὰ πέλωνται:,μὴ δὴ νῆας ἕλωσι καὶ οὐκέτι φυκτὰ πέλωνται:,O
"δύσεο τεύχεα θᾶσσον, ἐγὼ δέ κε λαὸν ἀγείρω.","δύσεο τεύχεα θᾶσσον, ἐγὼ δέ κε λαὸν ἀγείρω.",O
"ὣς φάτο, Πάτροκλος δὲ κορύσσετο νώροπι χαλκῷ. ","ὣς φάτο, Πάτροκλος δὲ κορύσσετο νώροπι χαλκῷ. ",O
κνημῖδας μὲν πρῶτα περὶ κνήμῃσιν ἔθηκε,κνημῖδας μὲν πρῶτα περὶ κνήμῃσιν ἔθηκε,O
"καλάς, ἀργυρέοισιν ἐπισφυρίοις ἀραρυίας:","καλάς, ἀργυρέοισιν ἐπισφυρίοις ἀραρυίας:",O
δεύτερον αὖ θώρηκα περὶ στήθεσσιν ἔδυνε,δεύτερον αὖ θώρηκα περὶ στήθεσσιν ἔδυνε,O
ποικίλον ἀστερόεντα ποδώκεος Αἰακίδαο.,ποικίλον ἀστερόεντα ποδώκεος Αἰακίδαο.,O
ἀμφὶ δ' ἄρ' ὤμοισιν βάλετο ξίφος ἀργυρόηλον ,ἀμφὶ δ' ἄρ' ὤμοισιν βάλετο ξίφος ἀργυρόηλον ,O
"χάλκεον, αὐτὰρ ἔπειτα σάκος μέγα τε στιβαρόν τε:","χάλκεον, αὐτὰρ ἔπειτα σάκος μέγα τε στιβαρόν τε:",O
κρατὶ δ' ἐπ' ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν,κρατὶ δ' ἐπ' ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν,O
ἵππουριν: δεινὸν δὲ λόφος καθύπερθεν ἔνευεν.,ἵππουριν: δεινὸν δὲ λόφος καθύπερθεν ἔνευεν.,O
"εἵλετο δ' ἄλκιμα δοῦρε, τά οἱ παλάμηφιν ἀρήρει.","εἵλετο δ' ἄλκιμα δοῦρε, τά οἱ παλάμηφιν ἀρήρει.",O
ἔγχος δ' οὐχ ἕλετ' οἶον ἀμύμονος Αἰακίδαο ,ἔγχος δ' οὐχ ἕλετ' οἶον ἀμύμονος Αἰακίδαο ,O
βριθὺ μέγα στιβαρόν: τὸ μὲν οὐ δύνατ' ἄλλος Ἀχαιῶν,βριθὺ μέγα στιβαρόν: τὸ μὲν οὐ δύνατ' ἄλλος Ἀχαιῶν,O
"πάλλειν, ἀλλά μιν οἶος ἐπίστατο πῆλαι Ἀχιλλεὺς","πάλλειν, ἀλλά μιν οἶος ἐπίστατο πῆλαι Ἀχιλλεὺς",O
"Πηλιάδα μελίην, τὴν πατρὶ φίλῳ πόρε Χείρων","Πηλιάδα μελίην, τὴν πατρὶ φίλῳ πόρε Χείρων",O
"Πηλίου ἐκ κορυφῆς, φόνον ἔμμεναι ἡρώεσσιν.","Πηλίου ἐκ κορυφῆς, φόνον ἔμμεναι ἡρώεσσιν.",O
"ἵππους δ' Αὐτομέδοντα θοῶς ζευγνῦμεν ἄνωγε, ","ἵππους δ' Αὐτομέδοντα θοῶς ζευγνῦμεν ἄνωγε, ",O
"τὸν μετ' Ἀχιλλῆα ῥηξήνορα τῖε μάλιστα,","τὸν μετ' Ἀχιλλῆα ῥηξήνορα τῖε μάλιστα,",O
πιστότατος δέ οἱ ἔσκε μάχῃ ἔνι μεῖναι ὁμοκλήν.,πιστότατος δέ οἱ ἔσκε μάχῃ ἔνι μεῖναι ὁμοκλήν.,O
τῷ δὲ καὶ Αὐτομέδων ὕπαγε ζυγὸν ὠκέας ἵππους,τῷ δὲ καὶ Αὐτομέδων ὕπαγε ζυγὸν ὠκέας ἵππους,O
"Ξάνθον καὶ Βαλίον, τὼ ἅμα πνοιῇσι πετέσθην,","Ξάνθον καὶ Βαλίον, τὼ ἅμα πνοιῇσι πετέσθην,",O
τοὺς ἔτεκε Ζεφύρῳ ἀνέμῳ Ἅρπυια Ποδάργη ,τοὺς ἔτεκε Ζεφύρῳ ἀνέμῳ Ἅρπυια Ποδάργη ,O
βοσκομένη λειμῶνι παρὰ ῥόον Ὠκεανοῖο.,βοσκομένη λειμῶνι παρὰ ῥόον Ὠκεανοῖο.,O
"ἐν δὲ παρηορίῃσιν ἀμύμονα Πήδασον ἵει,","ἐν δὲ παρηορίῃσιν ἀμύμονα Πήδασον ἵει,",O
"τόν ῥά ποτ' Ἠετίωνος ἑλὼν πόλιν ἤγαγ' Ἀχιλλεύς,","τόν ῥά ποτ' Ἠετίωνος ἑλὼν πόλιν ἤγαγ' Ἀχιλλεύς,",O
ὃς καὶ θνητὸς ἐὼν ἕπεθ' ἵπποις ἀθανάτοισι.,ὃς καὶ θνητὸς ἐὼν ἕπεθ' ἵπποις ἀθανάτοισι.,O
Μυρμιδόνας δ' ἄρ' ἐποιχόμενος θώρηξεν Ἀχιλλεὺς ,Μυρμιδόνας δ' ἄρ' ἐποιχόμενος θώρηξεν Ἀχιλλεὺς ,O
πάντας ἀνὰ κλισίας σὺν τεύχεσιν: οἳ δὲ λύκοι ὣς,πάντας ἀνὰ κλισίας σὺν τεύχεσιν: οἳ δὲ λύκοι ὣς,O
"ὠμοφάγοι, τοῖσίν τε περὶ φρεσὶν ἄσπετος ἀλκή,","ὠμοφάγοι, τοῖσίν τε περὶ φρεσὶν ἄσπετος ἀλκή,",O
οἵ τ' ἔλαφον κεραὸν μέγαν οὔρεσι δῃώσαντες,οἵ τ' ἔλαφον κεραὸν μέγαν οὔρεσι δῃώσαντες,O
δάπτουσιν: πᾶσιν δὲ παρήϊον αἵματι φοινόν:,δάπτουσιν: πᾶσιν δὲ παρήϊον αἵματι φοινόν:,O
καί τ' ἀγεληδὸν ἴασιν ἀπὸ κρήνης μελανύδρου ,καί τ' ἀγεληδὸν ἴασιν ἀπὸ κρήνης μελανύδρου ,O
λάψοντες γλώσσῃσιν ἀραιῇσιν μέλαν ὕδωρ,λάψοντες γλώσσῃσιν ἀραιῇσιν μέλαν ὕδωρ,O
ἄκρον ἐρευγόμενοι φόνον αἵματος: ἐν δέ τε θυμὸς,ἄκρον ἐρευγόμενοι φόνον αἵματος: ἐν δέ τε θυμὸς,O
"στήθεσιν ἄτρομός ἐστι, περιστένεται δέ τε γαστήρ:","στήθεσιν ἄτρομός ἐστι, περιστένεται δέ τε γαστήρ:",O
τοῖοι Μυρμιδόνων ἡγήτορες ἠδὲ μέδοντες,τοῖοι Μυρμιδόνων ἡγήτορες ἠδὲ μέδοντες,O
ἀμφ' ἀγαθὸν θεράποντα ποδώκεος Αἰακίδαο ,ἀμφ' ἀγαθὸν θεράποντα ποδώκεος Αἰακίδαο ,O
"ῥώοντ': ἐν δ' ἄρα τοῖσιν ἀρήϊος ἵστατ' Ἀχιλλεύς,","ῥώοντ': ἐν δ' ἄρα τοῖσιν ἀρήϊος ἵστατ' Ἀχιλλεύς,",O
ὀτρύνων ἵππους τε καὶ ἀνέρας ἀσπιδιώτας.,ὀτρύνων ἵππους τε καὶ ἀνέρας ἀσπιδιώτας.,O
"πεντήκοντ' ἦσαν νῆες θοαί, ᾗσιν Ἀχιλλεὺς","πεντήκοντ' ἦσαν νῆες θοαί, ᾗσιν Ἀχιλλεὺς",O
ἐς Τροίην ἡγεῖτο Διὶ̈ φίλος: ἐν δὲ ἑκάστῃ,ἐς Τροίην ἡγεῖτο Διὶ̈ φίλος: ἐν δὲ ἑκάστῃ,O
πεντήκοντ' ἔσαν ἄνδρες ἐπὶ κληῖ̈σιν ἑταῖροι: ,πεντήκοντ' ἔσαν ἄνδρες ἐπὶ κληῖ̈σιν ἑταῖροι: ,O
πέντε δ' ἄρ' ἡγεμόνας ποιήσατο τοῖς ἐπεποίθει,πέντε δ' ἄρ' ἡγεμόνας ποιήσατο τοῖς ἐπεποίθει,O
σημαίνειν: αὐτὸς δὲ μέγα κρατέων ἤνασσε.,σημαίνειν: αὐτὸς δὲ μέγα κρατέων ἤνασσε.,O
τῆς μὲν ἰῆς στιχὸς ἦρχε Μενέσθιος αἰολοθώρηξ,τῆς μὲν ἰῆς στιχὸς ἦρχε Μενέσθιος αἰολοθώρηξ,O
υἱὸς Σπερχειοῖο διιπετέος ποταμοῖο:,υἱὸς Σπερχειοῖο διιπετέος ποταμοῖο:,O
ὃν τέκε Πηλῆος θυγάτηρ καλὴ Πολυδώρη ,ὃν τέκε Πηλῆος θυγάτηρ καλὴ Πολυδώρη ,O
"Σπερχειῷ ἀκάμαντι γυνὴ θεῷ εὐνηθεῖσα,","Σπερχειῷ ἀκάμαντι γυνὴ θεῷ εὐνηθεῖσα,",O
"αὐτὰρ ἐπίκλησιν Βώρῳ Περιήρεος υἷι,","αὐτὰρ ἐπίκλησιν Βώρῳ Περιήρεος υἷι,",O
ὅς ῥ' ἀναφανδὸν ὄπυιε πορὼν ἀπερείσια ἕδνα.,ὅς ῥ' ἀναφανδὸν ὄπυιε πορὼν ἀπερείσια ἕδνα.,O
τῆς δ' ἑτέρης Εὔδωρος ἀρήϊος ἡγεμόνευε,τῆς δ' ἑτέρης Εὔδωρος ἀρήϊος ἡγεμόνευε,O
"παρθένιος, τὸν ἔτικτε χορῷ καλὴ Πολυμήλη ","παρθένιος, τὸν ἔτικτε χορῷ καλὴ Πολυμήλη ",O
Φύλαντος θυγάτηρ: τῆς δὲ κρατὺς ἀργεϊφόντης,Φύλαντος θυγάτηρ: τῆς δὲ κρατὺς ἀργεϊφόντης,O
"ἠράσατ', ὀφθαλμοῖσιν ἰδὼν μετὰ μελπομένῃσιν","ἠράσατ', ὀφθαλμοῖσιν ἰδὼν μετὰ μελπομένῃσιν",O
ἐν χορῷ Ἀρτέμιδος χρυσηλακάτου κελαδεινῆς.,ἐν χορῷ Ἀρτέμιδος χρυσηλακάτου κελαδεινῆς.,O
αὐτίκα δ' εἰς ὑπερῷ' ἀναβὰς παρελέξατο λάθρῃ,αὐτίκα δ' εἰς ὑπερῷ' ἀναβὰς παρελέξατο λάθρῃ,O
"Ἑρμείας ἀκάκητα, πόρεν δέ οἱ ἀγλαὸν υἱὸν ","Ἑρμείας ἀκάκητα, πόρεν δέ οἱ ἀγλαὸν υἱὸν ",O
Εὔδωρον πέρι μὲν θείειν ταχὺν ἠδὲ μαχητήν.,Εὔδωρον πέρι μὲν θείειν ταχὺν ἠδὲ μαχητήν.,O
αὐτὰρ ἐπεὶ δὴ τόν γε μογοστόκος Εἰλείθυια,αὐτὰρ ἐπεὶ δὴ τόν γε μογοστόκος Εἰλείθυια,O
"ἐξάγαγε πρὸ φόως δὲ καὶ ἠελίου ἴδεν αὐγάς,","ἐξάγαγε πρὸ φόως δὲ καὶ ἠελίου ἴδεν αὐγάς,",O
τὴν μὲν Ἐχεκλῆος κρατερὸν μένος Ἀκτορίδαο,τὴν μὲν Ἐχεκλῆος κρατερὸν μένος Ἀκτορίδαο,O
"ἠγάγετο πρὸς δώματ', ἐπεὶ πόρε μυρία ἕδνα, 9","ἠγάγετο πρὸς δώματ', ἐπεὶ πόρε μυρία ἕδνα, 9",O
τὸν δ' ὃ γέρων Φύλας εὖ ἔτρεφεν ἠδ' ἀτίταλλεν,τὸν δ' ὃ γέρων Φύλας εὖ ἔτρεφεν ἠδ' ἀτίταλλεν,O
ἀμφαγαπαζόμενος ὡς εἴ θ' ἑὸν υἱὸν ἐόντα.,ἀμφαγαπαζόμενος ὡς εἴ θ' ἑὸν υἱὸν ἐόντα.,O
τῆς δὲ τρίτης Πείσανδρος ἀρήϊος ἡγεμόνευε,τῆς δὲ τρίτης Πείσανδρος ἀρήϊος ἡγεμόνευε,O
"Μαιμαλίδης, ὃς πᾶσι μετέπρεπε Μυρμιδόνεσσιν","Μαιμαλίδης, ὃς πᾶσι μετέπρεπε Μυρμιδόνεσσιν",O
ἔγχεϊ μάρνασθαι μετὰ Πηλεί̈ωνος ἑταῖρον. 9,ἔγχεϊ μάρνασθαι μετὰ Πηλεί̈ωνος ἑταῖρον. 9,O
"τῆς δὲ τετάρτης ἦρχε γέρων ἱππηλάτα Φοῖνιξ,","τῆς δὲ τετάρτης ἦρχε γέρων ἱππηλάτα Φοῖνιξ,",O
πέμπτης δ' Ἀλκιμέδων Λαέρκεος υἱὸς ἀμύμων.,πέμπτης δ' Ἀλκιμέδων Λαέρκεος υἱὸς ἀμύμων.,O
αὐτὰρ ἐπεὶ δὴ πάντας ἅμ' ἡγεμόνεσσιν Ἀχιλλεὺς,αὐτὰρ ἐπεὶ δὴ πάντας ἅμ' ἡγεμόνεσσιν Ἀχιλλεὺς,O
"στῆσεν ἐὺ̈ κρίνας, κρατερὸν δ' ἐπὶ μῦθον ἔτελλε:","στῆσεν ἐὺ̈ κρίνας, κρατερὸν δ' ἐπὶ μῦθον ἔτελλε:",O
"Μυρμιδόνες μή τίς μοι ἀπειλάων λελαθέσθω, ","Μυρμιδόνες μή τίς μοι ἀπειλάων λελαθέσθω, ",O
ἃς ἐπὶ νηυσὶ θοῇσιν ἀπειλεῖτε Τρώεσσι,ἃς ἐπὶ νηυσὶ θοῇσιν ἀπειλεῖτε Τρώεσσι,O
"πάνθ' ὑπὸ μηνιθμόν, καί μ' ᾐτιάασθε ἕκαστος:","πάνθ' ὑπὸ μηνιθμόν, καί μ' ᾐτιάασθε ἕκαστος:",O
"σχέτλιε Πηλέος υἱὲ χόλῳ ἄρα σ' ἔτρεφε μήτηρ,","σχέτλιε Πηλέος υἱὲ χόλῳ ἄρα σ' ἔτρεφε μήτηρ,",O
"νηλεές, ὃς παρὰ νηυσὶν ἔχεις ἀέκοντας ἑταίρους:","νηλεές, ὃς παρὰ νηυσὶν ἔχεις ἀέκοντας ἑταίρους:",O
οἴκαδέ περ σὺν νηυσὶ νεώμεθα ποντοπόροισιν ,οἴκαδέ περ σὺν νηυσὶ νεώμεθα ποντοπόροισιν ,O
"αὖτις, ἐπεί ῥά τοι ὧδε κακὸς χόλος ἔμπεσε θυμῷ.","αὖτις, ἐπεί ῥά τοι ὧδε κακὸς χόλος ἔμπεσε θυμῷ.",O
ταῦτά μ' ἀγειρόμενοι θάμ' ἐβάζετε: νῦν δὲ πέφανται,ταῦτά μ' ἀγειρόμενοι θάμ' ἐβάζετε: νῦν δὲ πέφανται,O
"φυλόπιδος μέγα ἔργον, ἕης τὸ πρίν γ' ἐράασθε.","φυλόπιδος μέγα ἔργον, ἕης τὸ πρίν γ' ἐράασθε.",O
ἔνθά τις ἄλκιμον ἦτορ ἔχων Τρώεσσι μαχέσθω.,ἔνθά τις ἄλκιμον ἦτορ ἔχων Τρώεσσι μαχέσθω.,O
ὣς εἰπὼν ὄτρυνε μένος καὶ θυμὸν ἑκάστου. ,ὣς εἰπὼν ὄτρυνε μένος καὶ θυμὸν ἑκάστου. ,O
"μᾶλλον δὲ στίχες ἄρθεν, ἐπεὶ βασιλῆος ἄκουσαν.","μᾶλλον δὲ στίχες ἄρθεν, ἐπεὶ βασιλῆος ἄκουσαν.",O
ὡς δ' ὅτε τοῖχον ἀνὴρ ἀράρῃ πυκινοῖσι λίθοισι,ὡς δ' ὅτε τοῖχον ἀνὴρ ἀράρῃ πυκινοῖσι λίθοισι,O
"δώματος ὑψηλοῖο βίας ἀνέμων ἀλεείνων,","δώματος ὑψηλοῖο βίας ἀνέμων ἀλεείνων,",O
ὣς ἄραρον κόρυθές τε καὶ ἀσπίδες ὀμφαλόεσσαι.,ὣς ἄραρον κόρυθές τε καὶ ἀσπίδες ὀμφαλόεσσαι.,O
"ἀσπὶς ἄρ' ἀσπίδ' ἔρειδε, κόρυς κόρυν, ἀνέρα δ' ἀνήρ: ","ἀσπὶς ἄρ' ἀσπίδ' ἔρειδε, κόρυς κόρυν, ἀνέρα δ' ἀνήρ: ",O
ψαῦον δ' ἱππόκομοι κόρυθες λαμπροῖσι φάλοισι,ψαῦον δ' ἱππόκομοι κόρυθες λαμπροῖσι φάλοισι,O
"νευόντων, ὡς πυκνοὶ ἐφέστασαν ἀλλήλοισι.","νευόντων, ὡς πυκνοὶ ἐφέστασαν ἀλλήλοισι.",O
πάντων δὲ προπάροιθε δύ' ἀνέρε θωρήσσοντο,πάντων δὲ προπάροιθε δύ' ἀνέρε θωρήσσοντο,O
Πάτροκλός τε καὶ Αὐτομέδων ἕνα θυμὸν ἔχοντες,Πάτροκλός τε καὶ Αὐτομέδων ἕνα θυμὸν ἔχοντες,O
πρόσθεν Μυρμιδόνων πολεμιζέμεν. αὐτὰρ Ἀχιλλεὺς ,πρόσθεν Μυρμιδόνων πολεμιζέμεν. αὐτὰρ Ἀχιλλεὺς ,O
"βῆ ῥ' ἴμεν ἐς κλισίην, χηλοῦ δ' ἀπὸ πῶμ' ἀνέῳγε","βῆ ῥ' ἴμεν ἐς κλισίην, χηλοῦ δ' ἀπὸ πῶμ' ἀνέῳγε",O
"καλῆς δαιδαλέης, τήν οἱ Θέτις ἀργυρόπεζα","καλῆς δαιδαλέης, τήν οἱ Θέτις ἀργυρόπεζα",O
θῆκ' ἐπὶ νηὸς ἄγεσθαι ἐὺ̈ πλήσασα χιτώνων,θῆκ' ἐπὶ νηὸς ἄγεσθαι ἐὺ̈ πλήσασα χιτώνων,O
χλαινάων τ' ἀνεμοσκεπέων οὔλων τε ταπήτων.,χλαινάων τ' ἀνεμοσκεπέων οὔλων τε ταπήτων.,O
"ἔνθα δέ οἱ δέπας ἔσκε τετυγμένον, οὐδέ τις ἄλλος ","ἔνθα δέ οἱ δέπας ἔσκε τετυγμένον, οὐδέ τις ἄλλος ",O
"οὔτ' ἀνδρῶν πίνεσκεν ἀπ' αὐτοῦ αἴθοπα οἶνον,","οὔτ' ἀνδρῶν πίνεσκεν ἀπ' αὐτοῦ αἴθοπα οἶνον,",O
"οὔτέ τεῳ σπένδεσκε θεῶν, ὅτε μὴ Διὶ πατρί.","οὔτέ τεῳ σπένδεσκε θεῶν, ὅτε μὴ Διὶ πατρί.",O
τό ῥα τότ' ἐκ χηλοῖο λαβὼν ἐκάθηρε θεείῳ,τό ῥα τότ' ἐκ χηλοῖο λαβὼν ἐκάθηρε θεείῳ,O
"πρῶτον, ἔπειτα δ' ἔνιψ' ὕδατος καλῇσι ῥοῇσι,","πρῶτον, ἔπειτα δ' ἔνιψ' ὕδατος καλῇσι ῥοῇσι,",O
"νίψατο δ' αὐτὸς χεῖρας, ἀφύσσατο δ' αἴθοπα οἶνον. ","νίψατο δ' αὐτὸς χεῖρας, ἀφύσσατο δ' αἴθοπα οἶνον. ",O
"εὔχετ' ἔπειτα στὰς μέσῳ ἕρκεϊ, λεῖβε δὲ οἶνον","εὔχετ' ἔπειτα στὰς μέσῳ ἕρκεϊ, λεῖβε δὲ οἶνον",O
οὐρανὸν εἰσανιδών: Δία δ' οὐ λάθε τερπικέραυνον:,οὐρανὸν εἰσανιδών: Δία δ' οὐ λάθε τερπικέραυνον:,O
Ζεῦ ἄνα Δωδωναῖε Πελασγικὲ τηλόθι ναίων,Ζεῦ ἄνα Δωδωναῖε Πελασγικὲ τηλόθι ναίων,O
"Δωδώνης μεδέων δυσχειμέρου, ἀμφὶ δὲ Σελλοὶ","Δωδώνης μεδέων δυσχειμέρου, ἀμφὶ δὲ Σελλοὶ",O
"σοὶ ναίουσ' ὑποφῆται ἀνιπτόποδες χαμαιεῦναι, ","σοὶ ναίουσ' ὑποφῆται ἀνιπτόποδες χαμαιεῦναι, ",O
"ἠμὲν δή ποτ' ἐμὸν ἔπος ἔκλυες εὐξαμένοιο,","ἠμὲν δή ποτ' ἐμὸν ἔπος ἔκλυες εὐξαμένοιο,",O
"τίμησας μὲν ἐμέ, μέγα δ' ἴψαο λαὸν Ἀχαιῶν,","τίμησας μὲν ἐμέ, μέγα δ' ἴψαο λαὸν Ἀχαιῶν,",O
ἠδ' ἔτι καὶ νῦν μοι τόδ' ἐπικρήηνον ἐέλδωρ:,ἠδ' ἔτι καὶ νῦν μοι τόδ' ἐπικρήηνον ἐέλδωρ:,O
"αὐτὸς μὲν γὰρ ἐγὼ μενέω νηῶν ἐν ἀγῶνι,","αὐτὸς μὲν γὰρ ἐγὼ μενέω νηῶν ἐν ἀγῶνι,",O
ἀλλ' ἕταρον πέμπω πολέσιν μετὰ Μυρμιδόνεσσι ,ἀλλ' ἕταρον πέμπω πολέσιν μετὰ Μυρμιδόνεσσι ,O
"μάρνασθαι: τῷ κῦδος ἅμα πρόες εὐρύοπα Ζεῦ,","μάρνασθαι: τῷ κῦδος ἅμα πρόες εὐρύοπα Ζεῦ,",O
"θάρσυνον δέ οἱ ἦτορ ἐνὶ φρεσίν, ὄφρα καὶ Ἕκτωρ","θάρσυνον δέ οἱ ἦτορ ἐνὶ φρεσίν, ὄφρα καὶ Ἕκτωρ",O
