book,line start,line end,greek text,english text
11,220,224,"ἀλλὰ τὰ μέν τε πυρὸς κρατερὸν μένος αἰθομένοιο
δαμνᾷ, ἐπεί κε πρῶτα λίπῃ λεύκ᾽ ὀστέα θυμός,
ψυχὴ δ᾽ ἠύτ᾽ ὄνειρος ἀποπταμένη πεπότηται.
ἀλλὰ φόωσδε τάχιστα λιλαίεο: ταῦτα δὲ πάντα
ἴσθ᾽, ἵνα καὶ μετόπισθε τεῇ εἴπῃσθα γυναικί.","but the strong might of blazing fire destroys these, as soon as the life leaves the white bones, and the spirit, like a dream, flits away, and hovers to and fro. But haste thee to the light with what speed thou mayest, and bear all these things in mind, that thou mayest hereafter tell them to thy wife.’"
11,225,229,"νῶι μὲν ὣς ἐπέεσσιν ἀμειβόμεθ᾽,  αἱ δὲ γυναῖκες
ἤλυθον, ὤτρυνεν γὰρ ἀγαυὴ Περσεφόνεια,
ὅσσαι ἀριστήων ἄλοχοι ἔσαν ἠδὲ θύγατρες.
αἱ δ᾽ ἀμφ᾽ αἷμα κελαινὸν ἀολλέες ἠγερέθοντο,
αὐτὰρ ἐγὼ βούλευον ὅπως ἐρέοιμι ἑκάστην.","“Thus we two talked with one another; and the women came, for august Persephone sent them forth, even all those that had been the wives and the daughters of chieftains. These flocked in throngs about the dark blood, and I considered how I might question each;"
11,230,234,"ἥδε δέ μοι κατὰ θυμὸν ἀρίστη φαίνετο βουλή:
σπασσάμενος τανύηκες ἄορ παχέος παρὰ μηροῦ
οὐκ εἴων πίνειν ἅμα πάσας αἷμα κελαινόν.
αἱ δὲ προμνηστῖναι ἐπήισαν, ἠδὲ ἑκάστη
ὃν γόνον ἐξαγόρευεν: ἐγὼ δ᾽ ἐρέεινον ἁπάσας.","and this seemed to my mind the best counsel. I drew my long sword from beside my stout thigh, and would not suffer them to drink of the dark blood all at one time. So they drew near, one after the other, and each declared her birth, and I questioned them all.
"
11,235,239,"ἔνθ᾽ ἦ τοι πρώτην Τυρὼ ἴδον εὐπατέρειαν,
ἣ φάτο Σαλμωνῆος ἀμύμονος ἔκγονος εἶναι,
φῆ δὲ Κρηθῆος γυνὴ ἔμμεναι Αἰολίδαο:
ἣ ποταμοῦ ἠράσσατ᾽ Ἐνιπῆος θείοιο,
ὃς πολὺ κάλλιστος ποταμῶν ἐπὶ γαῖαν ἵησι,","“Then verily the first that I saw was high-born Tyro, who said that she was the daughter of noble Salmoneus, and declared herself to be the wife of Cretheus, son of Aeolus. She became enamoured of the river, divine Enipeus, who is far the fairest of rivers that send forth their streams upon the earth,"
11,240,244,"καί ῥ᾽ ἐπ᾽ Ἐνιπῆος πωλέσκετο καλὰ ῥέεθρα.
τῷ δ᾽ ἄρα εἰσάμενος γαιήοχος ἐννοσίγαιος
ἐν προχοῇς ποταμοῦ παρελέξατο δινήεντος:
πορφύρεον δ᾽ ἄρα κῦμα περιστάθη, οὔρεϊ ἶσον,
κυρτωθέν, κρύψεν δὲ θεὸν θνητήν τε γυναῖκα.","and she was wont to resort to the fair waters of Enipeus. But the Enfolder and Shaker of the earth took his form, and lay with her at the mouths of the eddying river. And the dark wave stood about them like a mountain, vaulted-over, and hid the god and the mortal woman."
11,245,249,"λῦσε δὲ παρθενίην ζώνην,  κατὰ δ᾽ ὕπνον ἔχευεν.
αὐτὰρ ἐπεί ῥ᾽ ἐτέλεσσε θεὸς φιλοτήσια ἔργα,
ἔν τ᾽ ἄρα οἱ φῦ χειρί, ἔπος τ᾽ ἔφατ᾽ ἔκ τ᾽ ὀνόμαζε:
χαῖρε, γύναι, φιλότητι: περιπλομένου δ᾽ ἐνιαυτοῦ
τέξεις ἀγλαὰ τέκνα, ἐπεὶ οὐκ ἀποφώλιοι εὐναὶ","And he loosed her maiden girdle, and shed sleep upon her. But when the god had ended his work of love, he clasped her hand, and spoke, and addressed her:
“‘Be glad, woman, in our love, and as the year goes on its course thou shalt bear glorious children, for not weak are the embraces"
11,250,254,"ἀθανάτων: σὺ δὲ τοὺς κομέειν ἀτιταλλέμεναί τε.
νῦν δ᾽ ἔρχευ πρὸς δῶμα, καὶ ἴσχεο μηδ᾽ ὀνομήνῃς:
αὐτὰρ ἐγώ τοί εἰμι Ποσειδάων ἐνοσίχθων.
ὣς εἰπὼν ὑπὸ πόντον ἐδύσετο κυμαίνοντα.
ἡ δ᾽ ὑποκυσαμένη Πελίην τέκε καὶ Νηλῆα,","of a god. These do thou tend and rear. But now go to thy house, and hold thy peace, and tell no man; but know that I am Poseidon, the shaker of the earth.’
“So saying, he plunged beneath the surging sea. But she conceived and bore Pelias and Neleus,"
11,255,259,"τὼ κρατερὼ θεράποντε Διὸς μεγάλοιο γενέσθην
ἀμφοτέρω: Πελίης μὲν ἐν εὐρυχόρῳ Ἰαωλκῷ
ναῖε πολύρρηνος, ὁ δ᾽ ἄρ᾽ ἐν Πύλῳ ἠμαθόεντι.
τοὺς δ᾽ ἑτέρους Κρηθῆι τέκεν βασίλεια γυναικῶν,
Αἴσονά τ᾽ ἠδὲ Φέρητ᾽ Ἀμυθάονά θ᾽ ἱππιοχάρμην.","who both became strong servants of great Zeus; and Pelias dwelt in spacious Iolcus, and was rich in flocks, and the other dwelt in sandy Pylos. But her other children she, the queenly among women, bore to Cretheus, even Aeson, and Pheres, and Amythaon, who fought from chariots.
"
11,260,264,"τὴν δὲ μετ᾽ Ἀντιόπην ἴδον,  Ἀσωποῖο θύγατρα,
ἣ δὴ καὶ Διὸς εὔχετ᾽ ἐν ἀγκοίνῃσιν ἰαῦσαι,
καί ῥ᾽ ἔτεκεν δύο παῖδ᾽, Ἀμφίονά τε Ζῆθόν τε,
οἳ πρῶτοι Θήβης ἕδος ἔκτισαν ἑπταπύλοιο,
πύργωσάν τ᾽, ἐπεὶ οὐ μὲν ἀπύργωτόν γ᾽ ἐδύναντο","“And after her I saw Antiope, daughter of Asopus, who boasted that she had slept even in the arms of Zeus, and she bore two sons, Amphion and Zethus, who first established the seat of seven-gated Thebe, and fenced it in with walls, for they could not"
11,265,269,"ναιέμεν εὐρύχορον Θήβην,  κρατερώ περ ἐόντε.
τὴν δὲ μετ᾽ Ἀλκμήνην ἴδον, Ἀμφιτρύωνος ἄκοιτιν,
ἥ ῥ᾽ Ἡρακλῆα θρασυμέμνονα θυμολέοντα
γείνατ᾽ ἐν ἀγκοίνῃσι Διὸς μεγάλοιο μιγεῖσα:
καὶ Μεγάρην, Κρείοντος ὑπερθύμοιο θύγατρα,","dwell in spacious Thebe unfenced, how mighty soever they were.
“And after her I saw Alcmene, wife of Amphitryon, who lay in the arms of great Zeus, and bore Heracles, staunch in fight, the lion-hearted. And Megara I saw, daughter of Creon, high-of-heart,"
11,270,270,τὴν ἔχεν Ἀμφιτρύωνος υἱὸς μένος αἰὲν ἀτειρής.,"whom the son of Amphitryon, ever stubborn in might, had to wife."
11,271,274,"μητέρα τ᾽ Οἰδιπόδαο ἴδον, καλὴν Ἐπικάστην,
ἣ μέγα ἔργον ἔρεξεν ἀιδρείῃσι νόοιο
γημαμένη ᾧ υἷι: ὁ δ᾽ ὃν πατέρ᾽ ἐξεναρίξας
γῆμεν: ἄφαρ δ᾽ ἀνάπυστα θεοὶ θέσαν ἀνθρώποισιν.","
“And I saw the mother of Oedipodes, fair Epicaste, who wrought a monstrous deed in ignorance of mind, in that she wedded her own son, and he, when he had slain his own father, wedded her, and straightway the gods made these things known among men."
11,275,279,"ἀλλ᾽ ὁ μὲν ἐν Θήβῃ πολυηράτῳ ἄλγεα πάσχων
Καδμείων ἤνασσε θεῶν ὀλοὰς διὰ βουλάς:
ἡ δ᾽ ἔβη εἰς Ἀίδαο πυλάρταο κρατεροῖο,
ἁψαμένη βρόχον αἰπὺν ἀφ᾽ ὑψηλοῖο μελάθρου,
ᾧ ἄχεϊ σχομένη: τῷ δ᾽ ἄλγεα κάλλιπ᾽ ὀπίσσω","Howbeit he abode as lord of the Cadmeans in lovely Thebe, suffering woes through the baneful counsels of the gods, but she went down to the house of Hades, the strong warder. She made fast a noose on high from a lofty beam, overpowered by her sorrow, but for him she left behind woes"
11,280,284,"πολλὰ μάλ᾽,  ὅσσα τε μητρὸς Ἐρινύες ἐκτελέουσιν.
καὶ Χλῶριν εἶδον περικαλλέα, τήν ποτε Νηλεὺς
γῆμεν ἑὸν διὰ κάλλος, ἐπεὶ πόρε μυρία ἕδνα,
ὁπλοτάτην κούρην Ἀμφίονος Ἰασίδαο,
ὅς ποτ᾽ ἐν Ὀρχομενῷ Μινυείῳ ἶφι ἄνασσεν:","full many, even all that the Avengers of a mother bring to pass.
“And I saw beauteous Chloris, whom once Neleus wedded because of her beauty, when he had brought countless gifts of wooing. Youngest daughter was she of Amphion, son of Iasus, who once ruled mightily in Orchomenus of the Minyae."
11,285,289,"ἡ δὲ Πύλου βασίλευε,  τέκεν δέ οἱ ἀγλαὰ τέκνα,
Νέστορά τε Χρόνιον τε Περικλύμενόν τ᾽ ἀγέρωχον.
τοῖσι δ᾽ ἐπ᾽ ἰφθίμην Πηρὼ τέκε, θαῦμα βροτοῖσι,
τὴν πάντες μνώοντο περικτίται: οὐδ᾽ ἄρα Νηλεὺς
τῷ ἐδίδου ὃς μὴ ἕλικας βόας εὐρυμετώπους","And she was queen of Pylos, and bore to her husband glorious children, Nestor, and Chromius, and lordly Periclymenus, and besides these she bore noble Pero, a wonder to men. Her all that dwelt about sought in marriage, but Neleus would give her to no man, save to him who"
11,290,294,"ἐκ Φυλάκης ἐλάσειε βίης Ἰφικληείης
ἀργαλέας: τὰς δ᾽ οἶος ὑπέσχετο μάντις ἀμύμων
ἐξελάαν: χαλεπὴ δὲ θεοῦ κατὰ μοῖρα πέδησε,
δεσμοί τ᾽ ἀργαλέοι καὶ βουκόλοι ἀγροιῶται.
ἀλλ᾽ ὅτε δὴ μῆνές τε καὶ ἡμέραι ἐξετελεῦντο","should drive from Phylace the kine of mighty Iphicles, sleek and broad of brow; and hard they were to drive. These the blameless seer alone undertook to drive off; but a grievous fate of the gods ensnared him, even hard bonds and the herdsmen of the field."
11,295,299,"ἂψ περιτελλομένου ἔτεος καὶ ἐπήλυθον ὧραι,
καὶ τότε δή μιν ἔλυσε βίη Ἰφικληείη,
θέσφατα πάντ᾽ εἰπόντα: Διὸς δ᾽ ἐτελείετο βουλή.
καὶ Λήδην εἶδον, τὴν Τυνδαρέου παράκοιτιν,
ἥ ῥ᾽ ὑπὸ Τυνδαρέῳ κρατερόφρονε γείνατο παῖδε,","Howbeit when at length the months and the days were being brought to fulfillment, as the year rolled round, and the seasons came on, then verily mighty Iphicles released him, when he had told all the oracles; and the will of Zeus was fulfilled.
“And I saw Lede, the wife of Tyndareus, who bore to Tyndareus two sons, stout of heart,"
11,300,304,"Κάστορά θ᾽ ἱππόδαμον καὶ πὺξ ἀγαθὸν Πολυδεύκεα,
τοὺς ἄμφω ζωοὺς κατέχει φυσίζοος αἶα:
οἳ καὶ νέρθεν γῆς τιμὴν πρὸς Ζηνὸς ἔχοντες
ἄλλοτε μὲν ζώουσ᾽ ἑτερήμεροι, ἄλλοτε δ᾽ αὖτε
τεθνᾶσιν: τιμὴν δὲ λελόγχασιν ἶσα θεοῖσι.","Castor the tamer of horses, and the boxer Polydeuces. These two the earth, the giver of life, covers, albeit alive, and even in the world below they have honor from Zeus. One day they live in turn, and one day they are dead; and they have won honor like unto that of the gods.
"
11,305,309,"τὴν δὲ μετ᾽ Ἰφιμέδειαν,  Ἀλωῆος παράκοιτιν
εἴσιδον, ἣ δὴ φάσκε Ποσειδάωνι μιγῆναι,
καί ῥ᾽ ἔτεκεν δύο παῖδε, μινυνθαδίω δ᾽ ἐγενέσθην,
Ὦτόν τ᾽ ἀντίθεον τηλεκλειτόν τ᾽ Ἐφιάλτην,
οὓς δὴ μηκίστους θρέψε ζείδωρος ἄρουρα","“And after her I saw Iphimedeia, wife of Aloeus, who declared that she had lain with Poseidon. She bore two sons, but short of life were they, godlike Otus, and far-famed Ephialtes—men whom the earth, the giver of grain, reared as the tallest,"
11,310,314,"καὶ πολὺ καλλίστους μετά γε κλυτὸν Ὠρίωνα:
ἐννέωροι γὰρ τοί γε καὶ ἐννεαπήχεες ἦσαν
εὖρος, ἀτὰρ μῆκός γε γενέσθην ἐννεόργυιοι.
οἵ ῥα καὶ ἀθανάτοισιν ἀπειλήτην ἐν Ὀλύμπῳ
φυλόπιδα στήσειν πολυάικος πολέμοιο.","and far the comeliest, after the famous Orion. For at nine years they were nine cubits in breadth and in height nine fathoms. Yea, and they threatened to raise the din of furious war against the immortals in Olympus."
11,315,319,"Ὄσσαν ἐπ᾽ Οὐλύμπῳ μέμασαν θέμεν, αὐτὰρ ἐπ᾽ Ὄσσῃ
Πήλιον εἰνοσίφυλλον,  ἵν᾽ οὐρανὸς ἀμβατὸς εἴη.
καί νύ κεν ἐξετέλεσσαν, εἰ ἥβης μέτρον ἵκοντο:
ἀλλ᾽ ὄλεσεν Διὸς υἱός, ὃν ἠύκομος τέκε Λητώ,
ἀμφοτέρω, πρίν σφωιν ὑπὸ κροτάφοισιν ἰούλους","They were fain to pile Ossa on Olympus, and Pelion, with its waving forests, on Ossa, that so heaven might be scaled. And this they would have accomplished, if they had reached the measure of manhood; but the son of Zeus, whom fair-haired Leto bore, slew them both before"
11,320,320,ἀνθῆσαι πυκάσαι τε γένυς ἐυανθέι λάχνῃ.,the down blossomed beneath their temples and covered their chins with a full growth of beard.
11,321,324,"Φαίδρην τε Πρόκριν τε ἴδον καλήν τ᾽ Ἀριάδνην,
κούρην Μίνωος ὀλοόφρονος, ἥν ποτε Θησεὺς
ἐκ Κρήτης ἐς γουνὸν Ἀθηνάων ἱεράων
ἦγε μέν, οὐδ᾽ ἀπόνητο: πάρος δέ μιν Ἄρτεμις ἔκτα","
“And Phaedra and Procris I saw, and fair Ariadne, the daughter of Minos of baneful mind, whom once Theseus was fain to bear from Crete to the hill of sacred Athens; but he had no joy of her, for ere that Artemis slew her"
11,325,329,"Δίῃ ἐν ἀμφιρύτῃ Διονύσου μαρτυρίῃσιν.
Μαῖράν τε Κλυμένην τε ἴδον στυγερήν τ᾽ Ἐριφύλην,
ἣ χρυσὸν φίλου ἀνδρὸς ἐδέξατο τιμήεντα.
πάσας δ᾽ οὐκ ἂν ἐγὼ μυθήσομαι οὐδ᾽ ὀνομήνω,
ὅσσας ἡρώων ἀλόχους ἴδον ἠδὲ θύγατρας:","in sea-girt Dia because of the witness of Dionysus.
“And Maera and Clymene I saw, and hateful Eriphyle, who took precious gold as the price of the life of her own lord. But I cannot tell or name all the wives and daughters of heroes that I saw;"
11,330,334,"πρὶν γάρ κεν καὶ νὺξ φθῖτ᾽ ἄμβροτος.  ἀλλὰ καὶ ὥρη
εὕδειν, ἢ ἐπὶ νῆα θοὴν ἐλθόντ᾽ ἐς ἑταίρους
ἢ αὐτοῦ: πομπὴ δὲ θεοῖς ὑμῖν τε μελήσει.
ὣς ἔφαθ᾽, οἱ δ᾽ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ,
κηληθμῷ δ᾽ ἔσχοντο κατὰ μέγαρα σκιόεντα.","ere that immortal night would wane. Nay, it is now time to sleep, either when I have gone to the swift ship and the crew, or here. My sending shall rest with the gods, and with you.”
So he spoke, and they were all hushed in silence, and were held spell-bound throughout the shadowy halls."
11,335,339,"τοῖσιν δ᾽ Ἀρήτη λευκώλενος ἤρχετο μύθων.
Φαίηκες, πῶς ὔμμιν ἀνὴρ ὅδε φαίνεται εἶναι
εἶδός τε μέγεθός τε ἰδὲ φρένας ἔνδον ἐίσας;
ξεῖνος δ᾽ αὖτ᾽ ἐμός ἐστιν, ἕκαστος δ᾽ ἔμμορε τιμῆς:
τῷ μὴ ἐπειγόμενοι ἀποπέμπετε, μηδὲ τὰ δῶρα","Then among them white-armed Arete was the first to speak:
“Phaeacians, how seems this man to you for comeliness and stature, and for the balanced spirit within him? And moreover he is my guest, though each of you has a share in this honor. Wherefore be not in haste to send him away, nor"
11,340,344,"οὕτω χρηίζοντι κολούετε: πολλὰ γὰρ ὑμῖν
κτήματ᾽ ἐνὶ μεγάροισι θεῶν ἰότητι κέονται.
τοῖσι δὲ καὶ μετέειπε γέρων ἥρως Ἐχένηος,
ὃς δὴ Φαιήκων ἀνδρῶν προγενέστερος ἦεν:
ὦ φίλοι, οὐ μὰν ἧμιν ἀπὸ σκοποῦ οὐδ᾽ ἀπὸ δόξης","stint your gifts to one in such need; for many are the treasures which lie stored in your halls by the favour of the gods.”
Then among them spoke also the old lord Echeneus, who was an elder among the Phaeacians:“Friends, verily not wide of the mark or of our own thought"
11,345,349,"μυθεῖται βασίλεια περίφρων: ἀλλὰ πίθεσθε.
Ἀλκινόου δ᾽ ἐκ τοῦδ᾽ ἔχεται ἔργον τε ἔπος τε.
τὸν δ᾽ αὖτ᾽ Ἀλκίνοος ἀπαμείβετο φώνησέν τε:
τοῦτο μὲν οὕτω δὴ ἔσται ἔπος, αἴ κεν ἐγώ γε
ζωὸς Φαιήκεσσι φιληρέτμοισιν ἀνάσσω:","are the words of our wise queen. Nay, do you give heed to them. Yet it is on Alcinous here that deed and word depend.”
Then again Alcinous answered him and said:“This word of hers shall verily hold, as surely as I live and am lord over the Phaeacians, lovers of the oar."
11,350,354,"ξεῖνος δὲ τλήτω μάλα περ νόστοιο χατίζων
ἔμπης οὖν ἐπιμεῖναι ἐς αὔριον, εἰς ὅ κε πᾶσαν
δωτίνην τελέσω: πομπὴ δ᾽ ἄνδρεσσι μελήσει
πᾶσι, μάλιστα δ᾽ ἐμοί: τοῦ γὰρ κράτος ἔστ᾽ ἐνὶ δήμῳ.
τὸν δ᾽ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς:","But let our guest, for all his great longing to return, nevertheless endure to remain until tomorrow, till I shall make all our gift complete. His sending shall rest with the men, with all, but most of all with me; for mine is the control in the land.”
Then Odysseus of many wiles answered him and said:"
11,355,359,"Ἀλκίνοε κρεῖον,  πάντων ἀριδείκετε λαῶν,
εἴ με καὶ εἰς ἐνιαυτὸν ἀνώγοιτ᾽ αὐτόθι μίμνειν,
πομπὴν δ᾽ ὀτρύνοιτε καὶ ἀγλαὰ δῶρα διδοῖτε,
καὶ κε τὸ βουλοίμην, καί κεν πολὺ κέρδιον εἴη,
πλειοτέρῃ σὺν χειρὶ φίλην ἐς πατρίδ᾽ ἱκέσθαι:","“Lord Alcinous, renowned above all men, if you should bid me abide here even for a year, and should further my sending, and give glorious gifts, even that would I choose; and it would be better far to come with a fuller hand to my dear native land."
11,360,360,καί κ᾽ αἰδοιότερος καὶ φίλτερος ἀνδράσιν εἴην,"Aye, and I should win more respect and love from all men who should see me when I had returned to Ithaca.”"
11,361,364,"πᾶσιν, ὅσοι μ᾽ Ἰθάκηνδε ἰδοίατο νοστήσαντα.
τὸν δ᾽ αὖτ᾽ Ἀλκίνοος ἀπαμείβετο φώνησέν τε:
ὦ Ὀδυσεῦ, τὸ μὲν οὔ τί σ᾽ ἐίσκομεν εἰσορόωντες,
ἠπεροπῆά τ᾽ ἔμεν καὶ ἐπίκλοπον, οἷά τε πολλοὺς
βόσκει γαῖα μέλαινα πολυσπερέας ἀνθρώπους,","
Then again Alcinous made answer and said:“Odysseus, in no wise as we look on thee do we deem this of thee, that thou art a cheat and a dissembler, such as are many"
11,365,369,"ψεύδεά τ᾽ ἀρτύνοντας ὅθεν κέ τις οὐδὲ ἴδοιτο:
σοὶ δ᾽ ἔπι μὲν μορφὴ ἐπέων, ἔνι δὲ φρένες ἐσθλαί.
μῦθον δ᾽ ὡς ὅτ᾽ ἀοιδὸς ἐπισταμένως κατέλεξας,
πάντων τ᾽ Ἀργείων σέο τ᾽ αὐτοῦ κήδεα λυγρά.
ἀλλ᾽ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον,","whom the dark earth breeds scattered far and wide, men that fashion lies out of what no man can even see. But upon thee is grace of words, and within thee is a heart of wisdom, and thy tale thou hast told with skill, as doth a minstrel, even the grievous woes of all the Argives and of thine own self."
11,370,374,"εἴ τινας ἀντιθέων ἑτάρων ἴδες, οἵ τοι ἅμ᾽ αὐτῷ
Ἴλιον εἰς ἅμ᾽ ἕποντο καὶ αὐτοῦ πότμον ἐπέσπον.
νὺξ δ᾽ ἥδε μάλα μακρή, ἀθέσφατος: οὐδέ πω ὥρη
εὕδειν ἐν μεγάρῳ, σὺ δέ μοι λέγε θέσκελα ἔργα.
καί κεν ἐς ἠῶ δῖαν ἀνασχοίμην,  ὅτε μοι σὺ","But come, tell me this, and declare it truly, whether thou sawest any of thy godlike comrades, who went to Ilios together with thee, and there met their fate. The night is before us, long, aye, wondrous long, and it is not yet the time for sleep in the hall. Tell on, I pray thee, the tale of these wondrous deeds."
11,375,379,"τλαίης ἐν μεγάρῳ τὰ σὰ κήδεα μυθήσασθαι.
τὸν δ᾽ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς:
Ἀλκίνοε κρεῖον, πάντων ἀριδείκετε λαῶν,
ὥρη μὲν πολέων μύθων, ὥρη δὲ καὶ ὕπνου:
εἰ δ᾽ ἔτ᾽ ἀκουέμεναί γε λιλαίεαι,  οὐκ ἂν ἐγώ γε","Verily I could abide until bright dawn, so thou wouldest be willing to tell in the hall of these woes of thine.”
Then Odysseus of many wiles answered him and said: “Lord Alcinous, renowned above all men, there is a time for many words and there is a time also for sleep."
11,380,384,"τούτων σοι φθονέοιμι καὶ οἰκτρότερ᾽ ἄλλ᾽ ἀγορεύειν,
κήδε᾽ ἐμῶν ἑτάρων, οἳ δὴ μετόπισθεν ὄλοντο,
οἳ Τρώων μὲν ὑπεξέφυγον στονόεσσαν ἀυτήν,
ἐν νόστῳ δ᾽ ἀπόλοντο κακῆς ἰότητι γυναικός.
αὐτὰρ ἐπεὶ ψυχὰς μὲν ἀπεσκέδασ᾽ ἄλλυδις ἄλλῃ","But if thou art fain still to listen, I would not begrudge to tell thee of other things more pitiful still than these, even the woes of my comrades, who perished afterward, who escaped from the dread battle-cry of the Trojans, but perished on their return through the will of an evil woman.
"
11,385,389,"ἁγνὴ Περσεφόνεια γυναικῶν θηλυτεράων,
ἦλθε δ᾽ ἐπὶ ψυχὴ Ἀγαμέμνονος Ἀτρεΐδαο
ἀχνυμένη: περὶ δ᾽ ἄλλαι ἀγηγέραθ᾽, ὅσσοι ἅμ᾽ αὐτῷ
οἴκῳ ἐν Αἰγίσθοιο θάνον καὶ πότμον ἐπέσπον.
ἔγνω δ᾽ αἶψ᾽ ἔμ᾽ ἐκεῖνος,  ἐπεὶ πίεν αἷμα κελαινόν:","“When then holy Persephone had scattered this way and that the spirits of the women, there came up the spirit of Agamemnon, son of Atreus, sorrowing; and round about him others were gathered, spirits of all those who were slain with him in the house of Aegisthus, and met their fate."
11,390,394,"κλαῖε δ᾽ ὅ γε λιγέως, θαλερὸν κατὰ δάκρυον εἴβων,
πιτνὰς εἰς ἐμὲ χεῖρας, ὀρέξασθαι μενεαίνων:
ἀλλ᾽ οὐ γάρ οἱ ἔτ᾽ ἦν ἲς ἔμπεδος οὐδέ τι κῖκυς,
οἵη περ πάρος ἔσκεν ἐνὶ γναμπτοῖσι μέλεσσι.
τὸν μὲν ἐγὼ δάκρυσα ἰδὼν ἐλέησά τε θυμῷ,","He knew me straightway, when he had drunk the dark blood, and he wept aloud, and shed big tears, and stretched forth his hands toward me eager to reach me. But no longer had he aught of strength or might remaining such as of old was in his supple limbs.
"
11,395,399,"καί μιν φωνήσας ἔπεα πτερόεντα προσηύδων:
Ἀτρεΐδη κύδιστε, ἄναξ ἀνδρῶν Ἀγάμεμνον,
τίς νύ σε κὴρ ἐδάμασσε τανηλεγέος θανάτοιο;
ἦε σέ γ᾽ ἐν νήεσσι Ποσειδάων ἐδάμασσεν
ὄρσας ἀργαλέων ἀνέμων ἀμέγαρτον ἀυτμήν;","“When I saw him I wept, and my heart had compassion on him, and I spoke, and addressed him with winged words: ‘Most glorious son of Atreus, king of men, Agamemnon, what fate of grievous death overcame thee? Did Poseidon smite thee on board thy ships,"
11,400,403,"ἦέ σ᾽ ἀνάρσιοι ἄνδρες ἐδηλήσαντ᾽ ἐπὶ χέρσου
βοῦς περιταμνόμενον ἠδ᾽ οἰῶν πώεα καλά,
ἠὲ περὶ πτόλιος μαχεούμενον ἠδὲ γυναικῶν;","when he had roused a furious blast of cruel winds? Or did foemen work thee harm on the land, while thou wast cutting off their cattle and fair flocks of sheep, or wast fighting to win their city and their women?’"
11,404,404,"ὣς ἐφάμην, ὁ δέ μ᾽ αὐτίκ᾽ ἀμειβόμενος προσέειπε:","
“So I spoke, and he straightway made answer and said:"
11,405,409,"διογενὲς Λαερτιάδη,  πολυμήχαν᾽ Ὀδυσσεῦ,
οὔτ᾽ ἐμέ γ᾽ ἐν νήεσσι Ποσειδάων ἐδάμασσεν
ὄρσας ἀργαλέων ἀνέμων ἀμέγαρτον ἀυτμήν,
οὔτε μ᾽ ἀνάρσιοι ἄνδρες ἐδηλήσαντ᾽ ἐπὶ χέρσου,
ἀλλά μοι Αἴγισθος τεύξας θάνατόν τε μόρον τε","‘Son of Laertes, sprung from Zeus, Odysseus of many devices, neither did Poseidon smite me on board my ships, when he had roused a furious blast of cruel winds, nor did foemen work me harm on the land, but Aegisthus wrought for me death and fate,"
11,410,414,"ἔκτα σὺν οὐλομένῃ ἀλόχῳ,  οἶκόνδε καλέσσας,
δειπνίσσας, ὥς τίς τε κατέκτανε βοῦν ἐπὶ φάτνῃ.
ὣς θάνον οἰκτίστῳ θανάτῳ: περὶ δ᾽ ἄλλοι ἑταῖροι
νωλεμέως κτείνοντο σύες ὣς ἀργιόδοντες,
οἵ ῥά τ᾽ ἐν ἀφνειοῦ ἀνδρὸς μέγα δυναμένοιο","and slew me with the aid of my accursed wife, when he had bidden me to his house and made me a feast, even as one slays an ox at the stall. So I died by a most pitiful death, and round about me the rest of my comrades were slain unceasingly like white-tusked swine, which are slaughtered in the house of a rich man of great might"
11,415,419,"ἢ γάμῳ ἢ ἐράνῳ ἢ εἰλαπίνῃ τεθαλυίῃ.
ἤδη μὲν πολέων φόνῳ ἀνδρῶν ἀντεβόλησας,
μουνὰξ κτεινομένων καὶ ἐνὶ κρατερῇ ὑσμίνῃ:
ἀλλά κε κεῖνα μάλιστα ἰδὼν ὀλοφύραο θυμῷ,
ὡς ἀμφὶ κρητῆρα τραπέζας τε πληθούσας","at a marriage feast, or a joint meal, or a rich drinking-bout. Ere now thou hast been present at the slaying of many men, killed in single combat or in the press of the fight, but in heart thou wouldst have felt most pity hadst thou seen that sight, how about the mixing bowl and the laden tables"
11,420,424,"κείμεθ᾽ ἐνὶ μεγάρῳ,  δάπεδον δ᾽ ἅπαν αἵματι θῦεν.
οἰκτροτάτην δ᾽ ἤκουσα ὄπα Πριάμοιο θυγατρός,
Κασσάνδρης, τὴν κτεῖνε Κλυταιμνήστρη δολόμητις
ἀμφ᾽ ἐμοί, αὐτὰρ ἐγὼ ποτὶ γαίῃ χεῖρας ἀείρων
βάλλον ἀποθνήσκων περὶ φασγάνῳ: ἡ δὲ κυνῶπις","we lay in the hall, and the floor all swam with blood. But the most piteous cry that I heard was that of the daughter of Priam, Cassandra, whom guileful Clytemnestra slew by my side. And I sought to raise my hands and smite down the murderess, dying though I was, pierced through with the sword. But she, the shameless one,"
