linear_b,word_type,part_of_speech,inflection,confidence,reasoning
pe-rai-qo,4,0,0,0.95,"The word 'pe-rai-qo' has the cognate 'περαιβοι', which refers to the 'Peraebi', an ancient Greek tribe. Therefore, 'pe-rai-qo' is classified as an ethnonym (word_type = 4). The ending '-o' suggests it is a thematic noun in -o (inflection = 0). It is a noun (part_of_speech = 0)."
pe-re,5,1,-1,0.95,"The word 'pe-re' has the Greek cognates 'φερειν' and 'φερει'. 'φερειν' is the infinitive form of the verb 'to carry/bring', and 'φερει' is the 3rd person singular present active indicative form of the same verb. The Linear B word 'pe-re' likely corresponds to the 3rd person singular form, as Linear B verbs often end in '-e' in the 3rd person singular. Therefore, it is classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
pe-re-*82,2,0,2,0.95,"The word 'pe-re-*82' has the Greek cognate πρεσφα. The lexicon entries suggest it's a theonym (goddess' name) or related to a shrine. The ending '*82' likely represents a sound like /qu/ based on the lexicon entry. Given the cognate and the dative-locative interpretation, it's likely an athematic noun in the dative case, similar to 'di-we' (Zeus, dative). Therefore, I classify it as a theonym (word_type=2), a noun (part_of_speech=0), and athematic (inflection=2)."
pe-re-*82-jo,3,0,0,0.9,"The word 'pe-re-*82-jo' has the cognate 'πρεσφαιον', which refers to a sanctuary dedicated to 'Presfa'. This indicates it's a toponym (place name). The ending '-jo' suggests a thematic noun in -o, likely a genitive form."
pe-re-ke-u,0,0,2,0.9,"The word 'pe-re-ke-u' has the cognate 'πελεκευς' (pelekys), meaning 'axe-man' or 'hewer'. This suggests it is an occupational term, and therefore an anthroponym (person name). The ending '-u' indicates an athematic noun."
pe-re-ke-we,0,0,2,0.9,"The word 'pe-re-ke-we' has cognates 'πελεκεις/πελεκευς' (axe-man/hewer). The lexicon entry 'hewer (πέλεκυς= axe)' confirms this. The ending '-we' corresponds to the athematic inflection, as the cognates end in -ευς/-εις. Therefore, it is classified as an anthroponym (person name), a noun, and athematic."
pe-re-ku-ta,5,0,2,0.9,"The word 'pe-re-ku-ta' has the cognate 'πρεσβυς' (presbys), meaning 'senior'. This suggests it's a common noun. The ending '-ta' doesn't fit the thematic -o or -a declensions. Therefore, it's likely an athematic noun. The ancient greek cognate is an athematic noun, so this is consistent."
pe-re-qo-ta,0,0,0,0.95,"The word 'pe-re-qo-ta' has the Greek cognate 'πρεσποτας', which suggests it is an anthroponym (personal name). The ending '-ta' suggests a thematic noun in -a, but the cognate ends in -as, which is a thematic noun in -o. The lexicon also suggests it is a personal name. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0) because the cognate is πρεσποτας."
pe-re-qo-ta-o,0,0,0,0.95,"The word 'pe-re-qo-ta-o' has the cognate 'πρεσποτας', which means 'master' or 'lord'. The lexicon entry confirms it is a personal name. The ending '-o' suggests a thematic noun in -o, likely a genitive singular form. Therefore, it is classified as an anthroponym (personal name), a noun, and thematic in -o."
pe-re-u-ro-na-de,3,0,1,0.95,"The word 'pe-re-u-ro-na-de' is identified as a toponym (place name) based on the lexicon entry. The suffix '-de' is an allative/demonstrative suffix and should be ignored for classification. The remaining part 'pe-re-u-ro-na' has the cognate 'πλευρων' (pleuron) and 'πλευρωνανδε' (pleuronande). The word ends in '-a', suggesting a thematic noun in -a (first declension). Therefore, the inflection is classified as 1."
pe-re-u-ro-ni-jo,4,0,0,0.95,"The word 'pe-re-u-ro-ni-jo' has the Greek cognate 'πλευρωνιος', which is an ethnic name related to 'Pleuron'. The Linear B word likely represents a similar ethnonym. The ending '-jo' suggests a thematic noun in -o."
pe-ri,5,3,-1,0.95,"The word 'pe-ri' has the Greek cognate 'περι', which means 'about/of'. This indicates that 'pe-ri' is an adverb. Since it's an adverb, the inflection is not applicable."
pe-ri-me-de,0,0,2,0.95,"The word 'pe-ri-me-de' has the cognate 'περιμηδης', which is an anthroponym (person name). The Linear B word is therefore classified as an anthroponym. The ending '-de' does not correspond to any thematic inflection. The cognate 'περιμηδης' is an athematic noun, so 'pe-ri-me-de' is classified as an athematic noun (inflection 2)."
pe-ri-me-de-o,0,0,0,0.9,"The word 'pe-ri-me-de-o' has the cognate 'περιμηδης', which is a personal name (anthroponym). The Linear B word ends in '-o', suggesting a thematic noun in -o."
pe-ri-mo,0,0,0,0.9,"The word 'pe-ri-mo' has the Greek cognate 'περιμηδης', which is a personal name. The lexicon entries also indicate that 'pe-ri-mo' is a shortened or hypocoristic form of 'pe-ri-me-de', further supporting its classification as an anthroponym. The ending '-o' suggests a thematic noun in -o."
pe-ri-ra-wo,0,0,0,0.95,"The word 'pe-ri-ra-wo' has the cognate 'περιλαfος', which Chadwick & Ventris identify as an anthroponym (person name) Περίλαος. The Linear B word ends in '-wo', corresponding to the thematic -o ending, indicating a thematic noun in -o."
pe-ri-ta,0,0,2,0.9,"The word 'pe-ri-ta' has the Greek cognate 'πελιτας', which is a personal name. The Linear B word is therefore classified as an anthroponym. The ending '-ta' suggests an athematic inflection, as it doesn't fit the thematic -o or -a declensions. The lexicon entries also confirm it is a personal name."
pe-ri-te-u,0,0,2,0.9,"The word 'pe-ri-te-u' has the Greek cognate 'περιτευς', which is a personal name. The Linear B word ends in '-u', which suggests an athematic inflection. Therefore, it is classified as an anthroponym (personal name), a noun, and athematic."
pe-ri-to,0,0,0,0.95,"The word 'pe-ri-to' has the Greek cognate 'πειριθος'. The lexicon entries also suggest it's an anthroponym, a shortened form of 'pe-ri-to-wo'. The ending '-to' suggests a thematic noun in -o."
pe-ri-to-wo,0,0,0,0.95,"The word 'pe-ri-to-wo' has the cognate 'Πειρίθοος', which is a personal name (anthroponym). The Linear B word ends in '-wo', corresponding to the thematic -o ending, indicating a thematic noun in -o."
pe-ro,0,0,0,0.9,"The word 'pe-ro' has Greek cognates 'πελλων' and 'φελλος', which are anthroponyms (person names). The ending '-o' suggests a thematic noun in -o."
pe-ro-ro,5,0,0,0.9,"The word 'pe-ro-ro' has the cognate 'πρωρα' (prora), which means 'prow' (of a ship). The Linear B word ends in '-ro', which corresponds to the thematic -o ending for nouns. Therefore, it's a common noun with thematic inflection in -o."
pe-ru-si-nu,5,2,0,0.9,"The word 'pe-ru-si-nu' has the cognate 'περυσινος', which means 'of last year'. This indicates that it is an adjective. The ending '-nu' corresponds to the '-ος' ending of the Greek cognate, suggesting a thematic adjective in -o."
pe-ru-si-nu-wa,5,2,0,0.95,"The word 'pe-ru-si-nu-wa' has cognates like 'περυσινfα', 'περυσινα', 'περυσινυfο', and 'περυσινο', meaning 'of last year'. This indicates it's an adjective. The ending '-wa' corresponds to the thematic inflection in -o (neuter plural or singular accusative) or -a (feminine singular nominative/accusative/vocative or neuter plural nominative/accusative/vocative). Given the meaning 'of last year', it is likely an adjective in the neuter plural or feminine singular. Since the thematic adjectives have the same behavior as thematic nouns, we can classify it as thematic in -o."
pe-ru-si-nu-wo,5,2,0,0.95,"The word 'pe-ru-si-nu-wo' has cognates 'περυσινfοι' and 'περυσινυfο', which relate to 'last year'. This suggests it's an adjective describing something related to the previous year. The ending '-wo' aligns with the thematic -o inflection pattern for adjectives, similar to thematic nouns. Therefore, it's classified as a common adjective with thematic inflection in -o."
pe-ru-si-nwa,5,2,1,0.95,"The word 'pe-ru-si-nwa' has the Greek cognate 'περυσινfα', which suggests it is an adjective meaning 'of last year'. The ending '-nwa' corresponds to the '-α' ending in the cognate, indicating a thematic adjective in -a. Therefore, it is classified as a common word (5), adjective (2), and thematic in -a (1)."
pe-ru-si-nwa-o,5,2,0,0.95,"The word 'pe-ru-si-nwa-o' has cognates 'περυσινfοι' and 'περυσινfα', meaning 'of last year'. This indicates it's an adjective describing something related to the previous year. The ending '-o' suggests a thematic adjective in -o, similar to thematic nouns. The cognates confirm that it is an adjective and not a noun. The ending -o is consistent with the thematic inflection."
pe-se-ro,0,0,0,0.95,"The word 'pe-se-ro' has the Greek cognate 'ψελλος', which means 'stammerer'. This suggests that 'pe-se-ro' is an anthroponym (person name). The ending '-o' indicates that it is a thematic noun in -o."
pe-ta-ro,0,0,0,0.9,"The word 'pe-ta-ro' has the cognate 'πεταλος', which means 'petal'. The lexicon entry indicates it's a personal name. The ending '-ro' corresponds to the thematic -o ending, suggesting it's a thematic noun in -o. Therefore, it's classified as an anthroponym (personal name), a noun, and thematic in -o."
pe-te-re-wa,5,0,1,0.95,"The word 'pe-te-re-wa' has the Greek cognates 'πτελεfας/πτελεα', meaning 'elm tree' or 'made of elm wood'. The Linear B word likely refers to something made of elm wood. The ending '-wa' suggests a thematic noun in -a, aligning with the Greek cognate πτελεα. Therefore, it's classified as a common noun, thematic in -a."
pe-to-ni-jo,4,0,0,0.95,"The word 'pe-to-ni-jo' has Greek cognates 'πετνιος/πετονιος', which are ethnic names. The lexicon entry also indicates it's an ethnic name. The ending '-jo' suggests a thematic noun in -o."
pe-to-no,3,0,0,0.95,The word 'pe-to-no' has cognates 'πετνος' and 'πετονος'. The lexicon entries indicate it's a toponym (place name). The ending '-o' suggests it's a thematic noun in -o.
pe-to-no-de,3,0,0,0.9,The word 'pe-to-no-de' is identified as a toponym (place name) based on the lexicon entry. The suffix '-de' is ignored as it is an allative/demonstrative suffix. The remaining part 'pe-to-no' has cognates 'πετονος/πετνος'. The ending '-o' suggests a thematic noun in -o.
pe-za,5,2,1,0.9,"The word 'pe-za' has the cognate 'πεζα', which means 'on foot' or 'pedestrian'. This suggests that 'pe-za' is an adjective. The ending '-a' indicates that it is a thematic adjective in -a."
phu-ke,0,0,2,0.9,"The word 'phu-ke' has the Greek cognates 'φυγη' and 'φυγης'. The lexicon entry indicates it's a personal name. 'φυγη' and 'φυγης' suggest an athematic noun. The ending '-ke' doesn't directly correspond to a thematic -o or -a ending. Therefore, it's classified as an anthroponym (personal name), a noun, and athematic."
phu-ke-qi-ri,0,0,2,0.9,"The word 'phu-ke-qi-ri' has the cognate 'φυγεκλης', which is a personal name. The Linear B word is therefore classified as an anthroponym. The ending '-ri' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The lexicon also confirms it is a personal name."
phu-ru-da-ro,5,2,0,0.85,"The word 'phu-ru-da-ro' has the cognate 'φλυδαρος' (phlydaros), which means 'talkative, garrulous'. This suggests that 'phu-ru-da-ro' is an adjective. The ending '-ro' corresponds to the thematic -o ending, indicating a thematic adjective in -o."
phu-rya-a-ke-re-u,3,0,2,0.85,"The word 'phu-rya-a-ke-re-u' has the cognates 'φυλιαςαγρευς' and 'φυλιασαγρευς'. The lexicon entry suggests 'φυλία' means 'wild olive', which can be interpreted as a place name. The ending '-u' suggests an athematic noun. Therefore, it is classified as a toponym (place name), a noun, and athematic."
phu-rya-a-ki-ri-jo,3,0,2,0.9,"The word 'phu-rya-a-ki-ri-jo' has the cognate 'φυλιασαγρευς'. The lexicon entry indicates that 'φυλία' means 'wild olive', suggesting a place name. The ending '-jo' corresponds to the genitive form of athematic nouns, and the cognate ends in -ευς, which is a typical athematic ending. Therefore, it is classified as a toponym (place name), a noun, and athematic."
phu-si-ja-ko,0,0,0,0.9,"The word 'phu-si-ja-ko' has the cognate 'φυσιαρχος' (physiarchos), which means 'ruler of nature' or 'one skilled in natural science'. The Linear B word likely represents a personal name derived from this concept. The ending '-ko' suggests a thematic noun in -o."
phu-te,0,0,2,0.9,"The word 'phu-te' has the Greek cognates 'φυτερ' and 'φυτευτης', both meaning 'planter'. This indicates it's a noun referring to a person (anthroponym). The ending '-e' suggests an athematic inflection, as thematic nouns in -o would end in -o and thematic nouns in -a would end in -a. The cognates 'φυτερ' and 'φυτευτης' are athematic nouns."
phu-te-re,0,0,2,0.9,"The word 'phu-te-re' has the Greek cognates 'φυτερες/φυτευτης' (phyteres/phyteutes), meaning 'planter'. The Linear B word likely represents a form of this word. Given the cognates, it is an anthroponym (person name). The ending '-re' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The cognate φυτευτης is athematic."
phu-te-ri-ja,5,0,1,0.9,"The word 'phu-te-ri-ja' has the Greek cognate 'φυτερια', which means 'planted, cultivated plots'. The Linear B word likely represents a similar concept. The ending '-ja' corresponds to the thematic -a declension, making it a noun. Therefore, it is classified as a common noun with thematic inflection in -a."
phu-ti-ja,0,0,1,0.9,"The word 'phu-ti-ja' has the Greek cognate 'φυτια'. Given the cognate and the Linear B ending '-ja', it is likely a noun in the -a declension. It is likely an anthroponym, as it could be a personal name. Therefore, it is classified as a noun (part_of_speech = 0), thematic in -a (inflection = 1), and anthroponym (word_type = 0)."
phu-to,5,0,0,0.9,"The word 'phu-to' has the Greek cognate 'φυτος' (phutos), which means 'plant'. This suggests that 'phu-to' is a common noun. The ending '-to' corresponds to the thematic -o ending, indicating a thematic noun in -o."
pi-*82,3,0,1,0.9,"The word 'pi-*82' has cognates 'πισφα' and 'πισσια'. The lexicon entries suggest it's a toponym (place name), specifically related to Pisa. Given the cognates and the lexicon, it's likely a noun. The ending suggests a thematic noun in -a, as 'πισσια' ends in -α."
pi-ha-ra,5,0,1,0.95,"The word 'pi-ha-ra' has the Greek cognates 'φιhαλαι|φιαλη|φιελαιαι|φιhαλη', which all refer to a type of pot or bowl. The lexicon entry confirms this meaning as 'kind of pot'. The ending '-ra' suggests a thematic noun in -a, aligning with the cognates' forms like 'φιαλη' (fiale), which is a thematic noun in -a. Therefore, it's classified as a common noun with thematic inflection in -a."
pi-je-rai,5,0,1,0.95,"The word 'pi-je-rai' has the Greek cognate 'φιαλαι/φιαλη' (phialai/phiale), meaning 'bowls/bowl'. The Linear B word likely represents the plural form 'φιαλαι'. The ending '-rai' corresponds to the thematic plural in -a, so it is a common noun with inflection class 1."
pi-ke-re-u,0,0,2,0.95,"The word 'pi-ke-re-u' has the Greek cognate 'πικερευς', which is a personal name. The lexicon entries also confirm it as an anthroponym. The ending '-u' suggests an athematic inflection, consistent with the Greek cognate's ending '-ευς'."
pi-ke-re-we,0,0,2,0.9,"The word 'pi-ke-re-we' has the cognate 'πικερευς', which is a personal name. The ending '-we' corresponds to the athematic declension, specifically the dative case ending '-e/-i' (where 'we' represents the syllabic equivalent of 'ευς'). Therefore, it's classified as an anthroponym (personal name), a noun, and athematic."
pi-ke-re-wo,0,0,2,0.9,"The word 'pi-ke-re-wo' has the Greek cognate 'πικερευς', which is a personal name. The Linear B word likely represents a form of this name. The ending '-wo' does not directly correspond to any of the thematic noun endings (-o, -a). However, the cognate 'πικερευς' suggests an athematic noun declension, where the nominative singular can vary. Therefore, I classify it as an anthroponym (personal name), a noun, and athematic."
pi-pi,0,0,2,0.9,"The word 'pi-pi' has the cognate 'πιπης', which is a personal name. The lexicon also indicates it's a personal name. The ending doesn't clearly match a thematic -o or -a noun, so it's classified as athematic."
pi-ra-ka-ra,0,0,1,0.95,"The word 'pi-ra-ka-ra' has the Greek cognate 'φιλαγρα', which Chadwick & Ventris identify as an anthroponym (person name) similar to Φίλαγρος. The ending '-ra' suggests a thematic noun in -a, aligning with the first declension pattern. Therefore, it's classified as an anthroponym, a noun, and with inflection class 1."
pi-ra-me-no,0,0,0,0.95,"The word 'pi-ra-me-no' has the Greek cognate 'φιλαμενος', which is a personal name (anthroponym). The Linear B word ends in '-no', corresponding to the '-ος' ending in the Greek cognate, indicating a thematic noun in -o. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
pi-re-ta,0,0,1,0.9,"The word 'pi-re-ta' has the cognate 'φρητρα' (phrētra). This suggests it is a noun. The ending '-ta' corresponds to the '-a' ending in the declension table for thematic nouns in -a. 'φρητρα' refers to a brotherhood or clan, which can be associated with a person or group of people, thus classifying it as an anthroponym."
pi-ri-e-te-si,5,0,2,0.85,"The word 'pi-ri-e-te-si' has the Greek cognate 'πριετεσι'. The lexicon entry suggests 'ivory worker' (πρίω= to saw). The ending '-si' suggests a plural form. Given the cognate and lexicon, it's likely a common noun referring to a profession. The ending -si is compatible with the athematic plural dative/locative inflection. Therefore, it is classified as a common noun, athematic inflection."
pi-ri-ja-o,5,0,0,0.9,"The word 'pi-ri-ja-o' has cognates 'φλιαι' and 'φλιαιων', which refer to 'lintel' or 'doorposts'. The Linear B word likely represents a form of this word. The ending '-o' suggests a thematic noun in -o. Therefore, it is classified as a common noun with thematic inflection in -o."
pi-ri-je-te,5,0,2,0.9,"The word 'pi-ri-je-te' is identified as a common noun meaning 'ivory worker'. The cognates πριετερ, πριετερες, πριετεσι, and πριετηρ suggest an athematic declension. The ending '-te' is not a standard thematic ending, and the cognates point towards an athematic noun. The lexicon entries also support this classification."
pi-ri-je-te-re,5,0,2,0.85,"The word 'pi-ri-je-te-re' has the cognate 'πριετερες', which means 'ivory workers'. The lexicon entry also suggests 'ivory worker'. The ending '-e' suggests an athematic plural nominative/accusative form. Therefore, it is classified as a common noun, athematic."
pi-ri-no,0,0,0,0.95,"The word 'pi-ri-no' has the Greek cognate 'φιλινος', which is a personal name (anthroponym). The Linear B word ends in '-o', suggesting a thematic noun in -o."
pi-ri-te,5,0,2,0.9,"The word 'pi-ri-te' has the Greek cognate 'πριστηρ' (pristēr), meaning 'saw'. This suggests it's a common noun. The ending '-te' doesn't directly correspond to any thematic inflection. However, the cognate 'πριστηρ' is an athematic noun. Therefore, 'pi-ri-te' is classified as a common noun with athematic inflection."
pi-ri-to-jo,0,0,0,0.95,"The word 'pi-ri-to-jo' has the Greek cognate 'φιλιστος'. The lexicon entry suggests it's an anthroponym in the genitive case. The ending '-jo' corresponds to the thematic genitive singular ending '-ojo' in the declension table, indicating a thematic noun in -o. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
pi-ro-na,5,0,2,0.85,"The word 'pi-ro-na' has the cognate 'πρων', which means 'promontory, headland'. This suggests that 'pi-ro-na' is a common noun. The ending '-na' does not fit the thematic declensions in -o or -a. Therefore, it is likely an athematic noun. The ancient greek cognate is an athematic noun."
pi-ro-we-ko,0,0,0,0.9,"The word 'pi-ro-we-ko' has the cognate 'φιλοfεργος', which is a compound adjective meaning 'fond of work'. However, the lexicon entry indicates it's a personal name. Given the -o ending, it's likely a thematic noun in -o, used as an anthroponym."
pi-sa-wa-ta,0,0,1,0.95,"The word 'pi-sa-wa-ta' has the cognate 'πισfατας', which suggests it is an anthroponym (personal name). The ending '-a' suggests that it is a thematic noun in -a."
pi-ta-ke-u,0,0,2,0.9,"The word 'pi-ta-ke-u' has the Greek cognate 'πιτακευς' (pitakeus). The lexicon entries also indicate it's a personal name (anthroponym). The ending '-u' suggests an athematic noun inflection, similar to 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
pi-ti-ryo-we-sa,5,2,1,0.9,"The word 'pi-ti-ryo-we-sa' has the cognates 'πτιλιοfεσσα' and 'πτιλον'. The lexicon entry suggests 'furnished with feathers? (πτίλον= feather)'. The ending '-sa' suggests that it is an adjective, specifically a thematic adjective in -a, describing something furnished with feathers. Therefore, it is classified as a common word (5), adjective (2), and thematic in -a (1)."
po-da,5,0,2,0.9,"The word 'po-da' has cognates 'ποδα', 'πους', and 'σπονδη'. 'πους' means 'foot' and 'σπονδη' means 'libation'. Given the lexicon entry 'libation', and the cognate 'σπονδη', it is likely a common noun. The ending '-da' does not directly correspond to a thematic inflection. However, considering the cognate 'σπονδη', which is an athematic noun, and the fact that Linear B is syllabic, the '-da' could be a syllabic representation of an athematic noun ending. Therefore, I classify it as athematic."
po-da-ko,1,0,0,0.9,"The word 'po-da-ko' has the Greek cognate 'ποδαργος', which means 'swift-footed' and is used as an epithet for animals, particularly oxen and horses. The Linear B word likely refers to an animal name. The ending '-o' suggests a thematic noun in -o."
po-da-ko-qe,0,2,0,0.9,"The word 'po-da-ko-qe' has the cognate 'ποδαργος', which means 'swift-footed'. Removing the suffix '-qe', we have 'po-da-ko', which corresponds to an adjective. The ending '-o' suggests a thematic adjective in -o. Therefore, it is classified as an adjective (part_of_speech = 2) with thematic inflection in -o (inflection = 0). It describes a characteristic, so it can be used as an anthroponym."
po-de,5,0,2,0.9,"The word 'po-de' has cognates ποδει, πους, ποφι. The cognates suggest a connection to 'foot' or 'with feet'. The ending '-de' is not a suffix to ignore. The cognates 'πους' (pous) is an athematic noun meaning 'foot'. The Linear B word 'po-de' likely represents a dative singular form (ποδει) or a plural form. Given the athematic nature of the cognate, and the lack of thematic endings, I classify 'po-de' as an athematic noun."
po-i-ti-jo,0,0,0,0.95,"The word 'po-i-ti-jo' has the Greek cognate 'φοιτευς'. The lexicon entry 'Chadwick & Ventris 1973: anthroponym' confirms that it is an anthroponym (person name). The Linear B word ends in '-jo', which corresponds to the genitive singular of thematic nouns in -o (e.g., '-ojo' becomes '-jo' due to syllabic writing). However, the cognate φοιτευς is athematic. The Linear B word is likely a thematic version of the athematic name, or a derivative. Given the -o ending, it is classified as a thematic noun in -o."
po-ka,5,0,1,0.95,"The word 'po-ka' has the cognate 'ποκος' (pokos), which means 'fleeces'. The Linear B word likely represents the plural form of the noun. The ending '-a' suggests a thematic noun in -a (plural form). Therefore, it is a common noun with inflection class 1."
po-ke-we,0,0,2,0.95,"The word 'po-ke-we' has the cognate 'φωκευς' (phokeus), which means 'Phocian' or 'seal hunter'. Chadwick & Ventris identify it as an anthroponym in the dative case. The ending '-we' corresponds to the athematic dative singular ending '-e/-i' (the 'w' is just a consonant that can be part of the syllable). Therefore, it's an anthroponym (person name), a noun, and athematic."
po-ki-ro,5,2,0,0.95,"The word 'po-ki-ro' has the cognate 'ποικιλος' (poikilos), which means 'variegated, dappled, intricate'. This is an adjective, and the ending '-o' suggests a thematic inflection in -o, similar to thematic nouns and adjectives."
po-ki-ro-nu-ka,5,2,0,0.9,"The word 'po-ki-ro-nu-ka' has cognates 'ποικιλονυχα' and 'ποικιλωνυχα', which mean 'with varied nails'. This suggests it is an adjective describing something with varied nails. The ending '-ka' can be interpreted as a thematic adjective ending in -o (neuter plural) or -a (feminine singular). Given the meaning and the cognates, it is most likely an adjective. Therefore, part_of_speech is 2 (adjective) and inflection is 0 (thematic in -o, considering it could be a neuter plural form). Word type is 5 (common)."
po-ku-ta,0,0,0,0.9,"The word 'po-ku-ta' has the Greek cognate 'ποκυτης'. The lexicon entries suggest it's an occupational term or related to livestock breeding. Given the cognate ending in -ης, and the Linear B word ending in -ta, it is likely a thematic noun in -a (masculine form), referring to a person. Therefore, it's classified as an anthroponym (person name), a noun, and thematic in -a."
po-ku-te-ro,5,2,0,0.95,"The word 'po-ku-te-ro' has the cognate 'ποκυτερος', which suggests it is an adjective. The ending '-o' indicates a thematic adjective in -o. The lexicon entry also supports this classification, stating it's an adjective related to 'po-ku-ta'."
po-me,5,0,2,0.95,"The word 'po-me' translates to 'shepherd'. The cognates ποιμενει, ποιμενος, and ποιμην suggest that it is related to the word for shepherd. The Linear B word 'po-me' likely corresponds to a form of the Greek word ποιμην (shepherd). The absence of a clear thematic vowel (-o or -a) and the cognates' athematic declension patterns (especially ποιμενος, genitive) strongly suggest an athematic inflection. Therefore, it is classified as a common noun with athematic inflection."
po-me-ne,5,0,2,0.95,"The word 'po-me-ne' has the cognates 'ποιμην' and 'ποιμενει', both related to 'shepherd'. The Linear B word likely represents a form of the noun 'shepherd'. The ending '-ne' suggests an athematic inflection, as thematic nouns typically end in -o or -a in the nominative singular. The cognate ποιμην (nominative) and ποιμενει (dative) confirm that it is an athematic noun. Therefore, it is classified as a common noun with athematic inflection."
po-me-no,5,0,0,0.95,"The word 'po-me-no' has the cognate 'ποιμενος' (poimenos), meaning 'shepherd'. This indicates it's a common noun. The Linear B word ends in '-o', suggesting a thematic noun in -o, aligning with the second declension in Ancient Greek. The genitive form of the cognate is 'ποιμενος', which further supports the classification as a thematic noun in -o, as the genitive of thematic nouns in -o often ends in -ojo in Linear B (corresponding to -ου in later Greek)."
po-ni-ke,5,2,0,0.85,"The word 'po-ni-ke' has the cognate 'φοινικει', which suggests it is an adjective related to 'phoenix' or 'palm tree'. The Linear B word ends in '-ke', which can be interpreted as a thematic adjective ending in -o (masculine/neuter nominative singular) if we consider that the final -e is the result of the syllabic writing system. Therefore, it's classified as a common adjective with thematic inflection in -o."
po-ni-ke-a,5,0,1,0.9,"The word 'po-ni-ke-a' has the cognate 'φοινικια', which likely refers to 'Phoenician things' or 'dates' (the fruit). The ending '-a' suggests it is a thematic noun in -a. Therefore, it is classified as a common noun with inflection class 1."
po-ni-ke-ja,5,0,1,0.9,"The word 'po-ni-ke-ja' has cognates 'φοινικια' and 'φοινικιος'. 'φοινικια' can be a feminine noun or a neuter plural noun, while 'φοινικιος' is an adjective. The lexicon entries suggest 'cnmson'. Given the -ja ending, it is likely a thematic noun in -a, possibly an adjective used as a noun. The Chadwick & Ventris entry suggests it is an anthroponym in the dative case, appearing as 'o-pi po-ni-ke-ja'. However, the Tselentis lexicon suggests 'cnmson', which is an adjective. Considering the cognates and the possible dative form, I classify it as a common noun (or adjective used as a noun) in the dative case, thematic in -a."
po-ni-ke-qe,5,0,2,0.9,"The word is 'po-ni-ke-qe'. Removing the suffix '-qe', we have 'po-ni-ke'. The cognate is 'φοινιξ' (phoenix). This is a common noun referring to the phoenix bird. The ending '-ke' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The ancient greek cognate φοινιξ is an athematic noun."
po-ni-ki-ja,5,0,1,0.9,"The word 'po-ni-ki-ja' has the cognate 'φοινικια', which means 'crimson'. The Linear B word likely refers to something crimson or purple. The ending '-ja' corresponds to the thematic -a declension, making it a noun. Therefore, it is a common noun with thematic inflection in -a."
po-ni-ki-jo,5,2,0,0.9,"The word 'po-ni-ki-jo' has the cognate 'φοινικιος', which means 'crimson' or 'purple' and is an adjective. The Linear B word ends in '-jo', corresponding to the thematic -o ending, indicating a thematic adjective in -o."
po-pi,-1,-1,-1,0.2,"The provided information is insufficient to confidently classify 'po-pi'. The lexicon entry 'with legs' is vague and doesn't provide enough context. The cognate 'ποφι' is not a standard Greek word, making it difficult to determine the word type, part of speech, or inflection. Without more information, I cannot make an accurate classification."
po-pu-re-ja,5,0,1,0.95,"The word 'po-pu-re-ja' has the Greek cognate 'πορφυρεια', which means 'purple' and is a feminine noun. The Linear B word ends in '-ja', corresponding to the '-a' suffix in the declension table for thematic nouns in -a. Therefore, it is classified as a common noun, thematic in -a."
po-pu-re-jo,0,0,0,0.9,"The word 'po-pu-re-jo' has the cognate 'πορφυρειος', which is a personal name (anthroponym). The Linear B word ends in '-jo', corresponding to the thematic -o declension. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
po-pu-ryo,0,0,2,0.9,"The word 'po-pu-ryo' has the cognate 'πορφυριων', which is a personal name (anthroponym). The ending '-ryo' corresponds to the athematic inflection, as the cognate πορφυριων is an athematic noun. The -ων ending in the cognate corresponds to the variable ending of the athematic declension."
po-qa,5,0,1,0.9,"The word 'po-qa' has the cognate 'φορβη', which means 'grazing feed'. This suggests that 'po-qa' is a common noun. The ending '-a' suggests that it is a thematic noun in -a."
po-qe-wi-a,5,0,1,0.95,"The word 'po-qe-wi-a' has the cognates 'φορβειαι/φορεfιαι', which means 'halters'. The Linear B word likely represents a plural form of a noun. The ending '-a' suggests a thematic noun in -a. Therefore, it is classified as a common noun with thematic inflection in -a."
po-qe-wi-ja,5,0,1,0.95,"The word 'po-qe-wi-ja' has the Greek cognate 'φορβεια' (phorbia), which means 'halters'. This indicates that 'po-qe-wi-ja' is a common noun. The ending '-ja' corresponds to the thematic inflection in -a, typical of feminine nouns. Chadwick & Ventris also suggest it is a dative plural, which would fit the -ai ending in the declension table for thematic -a nouns."
