Latinized Greek	 Greek
11593,kepareon	11593,κεφαλεων
11594,kepare	11594,κεφαλη
11595,keparren	11595,κεφαλλην
11596,kekandota	11596,κεχανδοτα
11597,kekareota	11597,κεχαρηοτα
11598,kekaresemen	11598,κεχαρησεμεν
11599,kekaresetai	11599,κεχαρησεται
11600,kekarismena	11600,κεχαρισμενα
11601,kekarismene	11601,κεχαρισμενε
11602,kekarismenos	11602,κεχαρισμενος
11603,kekaristo	11603,κεχαριστο
11604,kekarrumi	11604,κεχαρλυμι
11605,kekaroiato	11605,κεχαροιατο
11606,kekaroito	11606,κεχαροιτο
11607,kekenota	11607,κεχηνοτα
11608,kekoroato	11608,κεχολωατο
11609,kekoromene	11609,κεχολωμενη
11610,kekoromenoi	11610,κεχολωμενοι
11611,kekoromenon	11611,κεχολωμενον
11612,kekoromenos	11612,κεχολωμενος
11613,kekoroseai	11613,κεχολωσεαι
11614,kekorosetai	11614,κεχολωσεται
11615,kekorosomai	11615,κεχολωσομαι
11616,kekorotai	11616,κεχολωται
11617,kekremenos	11617,κεχρημενος
11618,kekremeno	11618,κεχρημενω
11619,kekut	11619,κεχυθ
11620,kekut	11620,κεχυτ
11621,keo	11621,κεω
11622,keai	11622,κηαι
11623,keaien	11623,κηαιεν
11624,keamenoi	11624,κηαμενοι
11625,keamenos	11625,κηαμενος
11626,keameno	11626,κηαμενω
11627,keanto	11627,κηαντο
11628,kede	11628,κηδε
11629,kedea	11629,κηδεα
11630,kedeious	11630,κηδειους
11631,kedemi	11631,κηδεμι
11632,kedemones	11632,κηδεμονες
11633,kedeos	11633,κηδεος
11634,kedesi	11634,κηδεσι
11635,kedesin	11635,κηδεσιν
11636,kedesko	11636,κηδεσκω
11637,kedemi	11637,κηδημι
11638,kedesontes	11638,κηδησοντες
11639,kedistoi	11639,κηδιστοι
11640,kedistos	11640,κηδιστος
11641,kedoi	11641,κηδοι
11642,kedomene	11642,κηδομενη
11643,kedomenoi	11643,κηδομενοι
11644,kedomenon	11644,κηδομενον
11645,kedomenos	11645,κηδομενος
11646,kedomeno	11646,κηδομενω
11647,kedos	11647,κηδος
11648,kedo	11648,κηδω
11649,keios	11649,κηιος
11650,kekie	11650,κηκιε
11651,kereio	11651,κηλειω
11652,kereos	11652,κηλεος
11653,kereo	11653,κηλεω
11654,keretmos	11654,κηληθμος
11655,keron	11655,κηλον
11656,keks	11656,κηξ
11657,ke*os	11657,κηπος
11658,ke*ous	11658,κηπους
11659,ke*o	11659,κηπω
11660,ker	11660,κηρ
11661,keressiporetous	11661,κηρεσσιφορητους
11662,keroti	11662,κηροθι
11663,keros	11663,κηρος
11664,keruka	11664,κηρυκα
11665,kerukas	11665,κηρυκας
11666,keruke	11666,κηρυκε
11667,kerukes	11667,κηρυκες
11668,kerukessi	11668,κηρυκεσσι
11669,keruki	11669,κηρυκι
11670,kerukos	11670,κηρυκος
11671,kerukon	11671,κηρυκων
11672,keruks	11672,κηρυξ
11673,kerusso	11673,κηρυσσω
11674,kete	11674,κητε
11675,ketos	11675,κητος
11676,ketoeis	11676,κητωεις
11677,keo	11677,κηω
11678,keodei	11678,κηωδει
11679,keoeis	11679,κηωεις
11680,ki	11680,κι
11681,kidnamai	11681,κιδναμαι
11682,kidnami	11682,κιδναμι
11683,kienmai	11683,κιενμαι
11684,kitarize	11684,κιθαριζε
11685,kitaris	11685,κιθαρις
11686,kitaristus	11686,κιθαριστυς
11687,kikreskei	11687,κικλησκει
11688,kikresken	11688,κικλησκεν
11689,kikreskon	11689,κικλησκον
11690,kikreskous	11690,κικλησκουσ
11691,kikresko	11691,κικλησκω
11692,kikones	11692,κικονες
11693,kikus	11693,κικυς
11694,kimi	11694,κιμι
11695,kimmerioi	11695,κιμμεριοι
11696,kineo	11696,κινεω
11697,kinete	11697,κινηθη
11698,kinesantos	11698,κινησαντος
11699,kinesas	11699,κινησας
11700,kinesen	11700,κινησεν
11701,kinese	11701,κινηση
11702,kinumai	11702,κινυμαι
11703,kinumenoio	11703,κινυμενοιο
11704,kinumenos	11704,κινυμενος
11705,kinure	11705,κινυρη
11706,kino	11706,κινω
11707,kionas	11707,κιονας
11708,kionta	11708,κιοντα
11709,kiontas	11709,κιοντας
11710,kionte	11710,κιοντε
11711,kiontes	11711,κιοντες
11712,kionti	11712,κιοντι
11713,kiouse	11713,κιουση
11714,kirke	11714,κιρκη
11715,kirkos	11715,κιρκος
11716,kirnas	11716,κιρνας
11717,kirnemi	11717,κιρνημι
11718,kissuqios	11718,κισσυβιος
11719,kissuqio	11719,κισσυβιω
11720,kiste	11720,κιστη
11721,kikane	11721,κιχανε
11722,kikanen	11722,κιχανεν
11723,kikanomenoi	11723,κιχανομενοι
11724,kikanos	11724,κιχανος
11725,kikano	11725,κιχανω
11726,kikeie	11726,κιχειη
11727,kikeio	11727,κιχειο
11728,kikeio	11728,κιχειω
11729,kiken	11729,κιχεν
11730,kikeo	11730,κιχεω
11731,kike	11731,κιχη
11732,kikezo	11732,κιχηζω
11733,kikemenon	11733,κιχημενον
11734,kikenai	11734,κιχηναι
11735,kikennumi	11735,κιχηννυμι
11736,kikeomai	11736,κιχηομαι
11737,kikesato	11737,κιχησατο
11738,kikesomai	11738,κιχησομαι
11739,kikesometa	11739,κιχησομεθα
11740,kiketen	11740,κιχητην
11741,kikeo	11741,κιχηω
11742,kikre	11742,κιχλη
11743,kiko	11743,κιχω
11744,kikon	11744,κιχων
11745,kio	11745,κιω
11746,kion	11746,κιων
11747,krakke	11747,κλαγγη
11748,krakkedon	11748,κλαγγηδον
11749,krakzo	11749,κλαγζω
11750,krazo	11750,κλαζω
11751,kratomai	11751,κλαθομαι
11752,krai	11752,κλαι
11753,kraionte	11753,κλαιοντε
11754,kraiontessi	11754,κλαιοντεσσι
11755,kraious	11755,κλαιουσ
11756,kraiouses	11756,κλαιουσης
11757,kraio	11757,κλαιω
11758,krase	11758,κλασε
11759,krautmos	11759,κλαυθμος
11760,krause	11760,κλαυσε
11761,krausen	11761,κλαυσεν
11762,krausontai	11762,κλαυσονται
11763,krauo	11763,κλαυω
11764,krao	11764,κλαω
11765,krea	11765,κλεα
11766,kreitoi	11766,κλειτοι
11767,kreitos	11767,κλειτος
11768,kreio	11768,κλειω
11769,kreomai	11769,κλεομαι
11770,kreos	11770,κλεος
11771,kre*tosune	11771,κλεπτοσυνη
11772,kre*to	11772,κλεπτω
11773,kreo	11773,κλεω
11774,kreden	11774,κληδην
11775,kredon	11775,κληδων
11776,kreedon	11776,κληηδων
11777,kretra	11777,κληθρα
11778,kreida	11778,κληιδα
11779,kreides	11779,κληιδες
11780,kreizo	11780,κληιζω
11781,kreis	11781,κληις
11782,kreis	11782,κληισ
11783,kreisen	11783,κληισεν
11784,kreisi	11784,κληισι
11785,kreisin	11785,κληισιν
11786,kreistai	11786,κληισται
11787,kreros	11787,κληρος
11788,krerous	11788,κληρους
11789,krero	11789,κληρω
11790,kretos	11790,κλητος
11791,krimaka	11791,κλιμακα
11792,krimaks	11792,κλιμαξ
11793,krinan	11793,κλιναν
11794,krinasa	11794,κλινασα
11795,krintenai	11795,κλινθηναι
11796,krinteten	11796,κλινθητην
11797,krinteri	11797,κλιντηρι
11798,krino	11798,κλινω
11799,krisia	11799,κλισια
11800,krisiaten	11800,κλισιαθεν
11801,krisiaon	11801,κλισιαων
11802,krisieten	11802,κλισιηθεν
11803,krision	11803,κλισιον
11804,krismos	11804,κλισμος
11805,kritu	11805,κλιτυ
11806,krio	11806,κλιω
11807,kroneo	11807,κλονεω
11808,kronos	11808,κλονος
11809,kro*ios	11809,κλοπιος
11810,kroto*euo	11810,κλοτοπευω
11811,krudo	11811,κλυδω
11812,kruzo	11812,κλυζω
11813,kruti	11813,κλυθι
11814,krute	11814,κλυτε
11815,krutios	11815,κλυτιος
11816,krutoerkos	11816,κλυτοεργος
11817,kruto*oro	11817,κλυτοπωλω
11818,krutos	11818,κλυτος
11819,krutoteknes	11819,κλυτοτεχνης
11820,krutotoksos	11820,κλυτοτοξος
11821,krutotokso	11821,κλυτοτοξω
11822,kruo	11822,κλυω
11823,krotes	11823,κλωθες
11824,kromakoeis	11824,κλωμακοεις
11825,knao	11825,κναω
11826,knepaos	11826,κνεφαος
11827,knepas	11827,κνεφας
11828,knema	11828,κνημα
11829,knemai	11829,κνημαι
11830,knemaon	11830,κνημαων
11831,kneme	11831,κνημη
11832,knemis	11832,κνημις
11833,knemos	11833,κνημος
11834,kness	11834,κνησς
11835,knisa	11835,κνισα
11836,knisaio	11836,κνισαιω
11837,knise	11837,κνιση
11838,knuzetmos	11838,κνυζηθμος
11839,knuzoo	11839,κνυζοω
11840,knuzoo	11840,κνυζωω
11841,knodaros	11841,κνωδαλος
11842,knosos	11842,κνωσος
11843,koiemo	11843,κοιεμω
11844,koiras	11844,κοιλας
11845,koire	11845,κοιλη
11846,koiren	11846,κοιλην
11847,koires	11847,κοιλης
11848,koiresin	11848,κοιλησιν
11849,koiroio	11849,κοιλοιο
11850,koiron	11850,κοιλον
11851,koiros	11851,κοιλος
11852,koimat	11852,κοιμαθ
11853,koimao	11853,κοιμαω
11854,koimeo	11854,κοιμεω
11855,koimeteie	11855,κοιμηθειη
11856,koimetemen	11856,κοιμηθημεν
11857,koimesant	11857,κοιμησαντ
11858,koimesanto	11858,κοιμησαντο
11859,koimesas	11859,κοιμησας
11860,koimesaste	11860,κοιμησασθε
11861,koimesate	11861,κοιμησατε
11862,koimesato	11862,κοιμησατο
11863,koimese	11863,κοιμησε
11864,koimeson	11864,κοιμησον
11865,koimesontai	11865,κοιμησωνται
11866,koimeo	11866,κοιμηω
11867,koimonto	11867,κοιμωντο
11868,koiraneo	11868,κοιρανεω
11869,koiranos	11869,κοιρανος
11870,koite	11870,κοιτη
11871,koitos	11871,κοιτος
11872,koreon	11872,κολεον
11873,koreos	11873,κολεος
11874,korreeis	11874,κολληεις
11875,korretos	11875,κολλητος
11876,korro*i	11876,κολλοπι
11877,koroios	11877,κολοιος
11878,koroious	11878,κολοιους
11879,koros	11879,κολος
11880,korosurtos	11880,κολοσυρτος
11881,korouo	11881,κολουω
11882,kor*os	11882,κολπος
11883,koroao	11883,κολωαω
11884,korona	11884,κολωνα
11885,korone	11885,κολωνη
11886,koroos	11886,κολωος
11887,komao	11887,κομαω
11888,komeiten	11888,κομειτην
11889,komeiton	11889,κομειτων
11890,komeo	11890,κομεω
11891,kome	11891,κομη
11892,komide	11892,κομιδη
11893,komides	11893,κομιδης
11894,komize	11894,κομιζε
11895,komizomenos	11895,κομιζομενος
11896,komizo	11896,κομιζω
11897,komisai	11897,κομισαι
11898,komisan	11898,κομισαν
11899,komisdomai	11899,κομισδομαι
11900,komise	11900,κομισε
11901,komisen	11901,κομισεν
11902,komiszo	11902,κομισζω
11903,komissa	11903,κομισσα
11904,komisse	11904,κομισσε
11905,komisson	11905,κομισσον
11906,komio	11906,κομιω
11907,komoo	11907,κομοω
11908,komoontas	11908,κομοωντας
11909,komoonte	11909,κομοωντε
11910,kom*ei	11910,κομπει
11911,kom*os	11911,κομπος
11912,konaqeo	11912,κοναβεω
11913,konaqesan	11913,κοναβησαν
11914,konaqese	11914,κοναβησε
11915,konaqize	11915,κοναβιζε
11916,konaqizen	11916,κοναβιζεν
11917,konaqizmi	11917,κοναβιζμι
11918,konaqizo	11918,κοναβιζω
11919,konaqos	11919,κοναβος
11920,konia	11920,κονια
11921,konis	11921,κονις
11922,konisaros	11922,κονισαλος
11923,konio	11923,κονιω
11924,kontos	11924,κοντος
11925,ko*reus	11925,κοπρευς
11926,ko*reo	11926,κοπρεω
11927,ko*ros	11927,κοπρος
11928,ko*tos	11928,κοπτος
11929,ko*to	11929,κοπτω
11930,koreei	11930,κορεει
11931,korennumi	11931,κορεννυμι
11932,koresten	11932,κορεσθην
11933,koresomai	11933,κορεσομαι
11934,koressameta	11934,κορεσσαμεθα
11935,koressamenos	11935,κορεσσαμενος
11936,koressato	11936,κορεσσατο
11937,koreuno	11937,κορευνω
11938,koreo	11938,κορεω
11939,kore	11939,κορη
11940,kortuo	11940,κορθυω
11941,kormos	11941,κορμος
11942,koros	11942,κορος
11943,korse	11943,κορση
11944,korses	11944,κορσης
11945,korut	11945,κορυθ
11946,korutaiki	11946,κορυθαικι
11947,korutaioros	11947,κορυθαιολος
11948,korutes	11948,κορυθες
11949,korutis	11949,κορυθις
11950,korutos	11950,κορυθος
11951,koruts	11951,κορυθς
11952,koruton	11952,κορυθων
11953,korumqos	11953,κορυμβος
11954,korune	11954,κορυνη
11955,korunetes	11955,κορυνητης
11956,korus	11956,κορυς
11957,korussamenos	11957,κορυσσαμενος
11958,korusse	11958,κορυσσε
11959,korusseo	11959,κορυσσεω
11960,korussomenon	11960,κορυσσομενον
11961,korussomenos	11961,κορυσσομενος
11962,korusso	11962,κορυσσω
11963,korusta	11963,κορυστα
11964,korustes	11964,κορυστης
11965,korupai	11965,κορυφαι
11966,korupas	11966,κορυφας
11967,korupe	11967,κορυφη
11968,korupoo	11968,κορυφοω
11969,korona	11969,κορωνα
11970,korone	11970,κορωνη
11971,koronis	11971,κορωνις
11972,kosmeo	11972,κοσμεω
11973,kosmeten	11973,κοσμηθεν
11974,kosmesamenos	11974,κοσμησαμενος
11975,kosmese	11975,κοσμησε
11976,kosmesen	11976,κοσμησεν
11977,kosmetai	11977,κοσμηται
11978,kosmetoros	11978,κοσμητορος
11979,kosmetor	11979,κοσμητωρ
11980,kosmos	11980,κοσμος
11981,koteous	11981,κοτεουσ
11982,kotessamenos	11982,κοτεσσαμενος
11983,koteo	11983,κοτεω
11984,koteon	11984,κοτεων
11985,koteeis	11985,κοτηεις
11986,kotos	11986,κοτος
11987,koture	11987,κοτυλη
11988,koturedonopin	11988,κοτυληδονοφιν
11989,koturerutos	11989,κοτυληρυτος
11990,koude	11990,κουδε
11991,koureo	11991,κουλεω
11992,kour	11992,κουρ
11993,koura	11993,κουρα
11994,kouraes	11994,κουραες
11995,kouras	11995,κουρας
11996,kouraon	11996,κουραων
11997,koure	11997,κουρη
11998,kouren	11998,κουρην
11999,koures	11999,κουρης
12000,kouretes	12000,κουρητες
12001,kouridien	12001,κουριδιην
12002,kouridies	12002,κουριδιης
12003,kouridios	12003,κουριδιος
12004,kouridiou	12004,κουριδιου
12005,kourizo	12005,κουριζω
12006,kouriks	12006,κουριξ
12007,kouroisin	12007,κουροισιν
12008,kouros	12008,κουρος
12009,kouroteroisi	12009,κουροτεροισι
12010,kouroteroisin	12010,κουροτεροισιν
12011,kourotropos	12011,κουροτροφος
12012,kourous	12012,κουρους
12013,kouro	12013,κουρω
12014,kouron	12014,κουρων
12015,koupos	12015,κουφος
12016,kopo	12016,κοφω
12017,kops	12017,κοψ
12018,k*io	12018,κπιω
12019,kraati	12019,κραατι
12020,kradainomene	12020,κραδαινομενη
12021,kradainomenon	12021,κραδαινομενον
12022,kradao	12022,κραδαω
12023,kradia	12023,κραδια
12024,kraino	12024,κραινω
12025,krai*nos	12025,κραιπνος
12026,krai*noteros	12026,κραιπνοτερος
12027,kranae	12027,κραναη
12028,kranaen	12028,κραναην
12029,kranaos	12029,κραναος
12030,kraneias	12030,κρανειας
12031,kraneo	12031,κρανεω
12032,kranion	12032,κρανιον
12033,kranus	12033,κρανυς
12034,kras	12034,κρας
12035,krataikuaros	12035,κραταιγυαλος
12036,krataie	12036,κραταιη
12037,krataiis	12037,κραταιις
12038,krataios	12038,κραταιος
12039,krataiou	12039,κραταιου
12040,kratai*edios	12040,κραταιπεδιος
12041,krataio	12041,κραταιω
12042,kratei	12042,κρατει
12043,krater	12043,κρατερ
12044,krateren	12044,κρατερην
12045,krateros	12045,κρατερος
12046,krateropronos	12046,κρατεροφρονος
12047,krateropron	12047,κρατεροφρων
12048,kratero	12048,κρατερω
12049,krateronuks	12049,κρατερωνυξ
12050,krateronukas	12050,κρατερωνυχας
12051,krateros	12051,κρατερως
12052,krateutaon	12052,κρατευταων
12053,krateo	12053,κρατεω
12054,krater	12054,κρατηρ
12055,kratistos	12055,κρατιστος
12056,kratos	12056,κρατος
12057,kratuno	12057,κρατυνω
12058,kratus	12058,κρατυς
12059,krato	12059,κρατω
12060,kraton	12060,κρατων
12061,kreas	12061,κρεας
12062,kreasin	12062,κρεασιν
12063,kredistos	12063,κρεδιστος
12064,kreion	12064,κρειον
12065,kreiont	12065,κρειοντ
12066,kreionton	12066,κρειοντων
12067,kreisson	12067,κρεισσων
12068,kreion	12068,κρειων
12069,kremazo	12069,κρεμαζω
12070,kremasen	12070,κρεμασεν
12071,kremoo	12071,κρεμοω
12072,kreon	12072,κρεον
12073,kreo	12073,κρεω
12074,kreaino	12074,κρηαινω
12075,krekuos	12075,κρηγυος
12076,kredemna	12076,κρηδεμνα
12077,kredemnon	12077,κρηδεμνον
12078,kredemno	12078,κρηδεμνω
12079,kreenon	12079,κρηηνον
12080,kremnos	12080,κρημνος
12081,kremnous	12081,κρημνους
12082,krenai	12082,κρηναι
12083,krenaios	12083,κρηναιος
12084,krene	12084,κρηνη
12085,krenende	12085,κρηνηνδε
12086,krenos	12086,κρηνος
12087,kres	12087,κρης
12088,krete	12088,κρητη
12089,kreter	12089,κρητηρ
12090,kreteres	12090,κρητηρες
12091,kretersi	12091,κρητηρσι
12092,kretersin	12092,κρητηρσιν
12093,kri	12093,κρι
12094,krite	12094,κριθη
12095,krikos	12095,κρικος
12096,krinamenos	12096,κριναμενος
12097,krinaston	12097,κρινασθων
12098,krine	12098,κρινη
12099,krintentes	12099,κρινθεντες
12100,krinmi	12100,κρινμι
12101,krino	12101,κρινω
12102,krinomet	12102,κρινωμεθ
12103,krios	12103,κριος
12104,kritos	12104,κριτος
12105,kroaino	12105,κροαινω
12106,kroko*e*ros	12106,κροκοπεπλος
12107,krokos	12107,κροκος
12108,kromuos	12108,κρομυος
12109,kronides	12109,κρονιδης
12110,kronion	12110,κρονιων
12111,kronos	12111,κρονος
12112,krossaes	12112,κροσσαες
12113,krossai	12113,κροσσαι
12114,krotarizon	12114,κροταλιζον
12115,krotapoio	12115,κροταφοιο
12116,krotapois	12116,κροταφοις
12117,krotapoisi	12117,κροταφοισι
12118,krotapos	12118,κροταφος
12119,kroteo	12119,κροτεω
12120,krouneo	12120,κρουνεω
12121,krounos	12121,κρουνος
12122,krouno	12122,κρουνω
12123,kruqda	12123,κρυβδα
12124,kruqden	12124,κρυβδην
12125,krueros	12125,κρυερος
12126,kruoeis	12126,κρυοεις
12127,kru*tadie	12127,κρυπταδιη
12128,kru*tadion	12128,κρυπταδιον
12129,kru*te	12129,κρυπτη
12130,kru*to	12130,κρυπτω
12131,krustarros	12131,κρυσταλλος
12132,krustarro	12132,κρυσταλλω
12133,krupedon	12133,κρυφηδον
12134,ktamenai	12134,κταμεναι
12135,ktamenes	12135,κταμενης
12136,ktamenoio	12136,κταμενοιο
12137,ktamenoisi	12137,κταμενοισι
12138,ktamenoisin	12138,κταμενοισιν
12139,ktameno	12139,κταμενω
12140,ktamenon	12140,κταμενων
12141,ktan	12141,κταν
12142,ktane	12142,κτανε
12143,ktaneo	12143,κτανεω
12144,ktanon	12144,κτανον
12145,ktaomai	12145,κταομαι
12146,ktastai	12146,κτασθαι
12147,ktao	12147,κταω
12148,ktear	12148,κτεαρ
12149,kteatessin	12149,κτεατεσσιν
12150,kteatizo	12150,κτεατιζω
12151,kteatissa	12151,κτεατισσα
12152,kteatissen	12152,κτεατισσεν
12153,kteatos	12153,κτεατος
12154,kteinai	12154,κτειναι
12155,kteinaimi	12155,κτειναιμι
12156,kteinmi	12156,κτεινμι
12157,kteinomenos	12157,κτεινομενος
12158,kteinomenous	12158,κτεινομενους
12159,kteinomeno	12159,κτεινομενω
12160,kteinomenon	12160,κτεινομενων
12161,kteinont	12161,κτεινοντ
12162,kteinontes	12162,κτεινοντες
12163,kteino	12163,κτεινω
12164,kteinomet	12164,κτεινωμεθ
12165,kteinometa	12165,κτεινωμεθα
12166,kteinomi	12166,κτεινωμι
12167,kteneei	12167,κτενεει
12168,kteneein	12168,κτενεειν
12169,ktenennumi	12169,κτενεννυμι
12170,kteneo	12170,κτενεω
12171,kteno	12171,κτενω
12172,ktereiko	12172,κτερειγω
12173,ktereize	12173,κτερειζε
12174,ktereizemen	12174,κτερειζεμεν
12175,ktereizo	12175,κτερειζω
12176,ktere	12176,κτερη
12177,kterizo	12177,κτεριζω
12178,kterisaien	12178,κτερισαιεν
12179,kteriseien	12179,κτερισειεν
12180,kterio	12180,κτεριω
12181,kteros	12181,κτερος
12182,kteo	12182,κτεω
12183,ktema	12183,κτημα
12184,ktemat	12184,κτημαθ
12185,ktemasin	12185,κτημασιν
12186,ktemat	12186,κτηματ
12187,ktemata	12187,κτηματα
12188,ktematon	12188,κτηματον
12189,ktesis	12189,κτησις
12190,ktetos	12190,κτητος
12191,kteo	12191,κτηω
12192,ktideen	12192,κτιδεην
12193,ktizo	12193,κτιζω
12194,ktiros	12194,κτιλος
12195,ktu*es	12195,κτυπες
12196,ktu*eo	12196,κτυπεω
12197,ktu*os	12197,κτυπος
12198,kuamos	12198,κυαμος
12199,kuanee	12199,κυανεη
12200,kuaneen	12200,κυανεην
12201,kuaneesin	12201,κυανεησιν
12202,kuaneos	12202,κυανεος
12203,kuanoio	12203,κυανοιο
12204,kuano*eza	12204,κυανοπεζα
12205,kuano*roreious	12205,κυανοπρωρειους
12206,kuano*roros	12206,κυανοπρωρος
12207,kuanokaita	12207,κυανοχαιτα
12208,kuanokaites	12208,κυανοχαιτης
12209,kuano*idos	12209,κυανωπιδος
12210,kuqernater	12210,κυβερνατηρ
12211,kuqerneo	12211,κυβερνεω
12212,kuqernetai	12212,κυβερνηται
12213,kuqerneten	12213,κυβερνητην
12214,kuqernetes	12214,κυβερνητης
12215,kuqistao	12215,κυβισταω
12216,kuqisteter	12216,κυβιστητηρ
12217,kuqistetere	12217,κυβιστητηρε
12218,kuqiston	12218,κυβιστων
12219,kudaine	12219,κυδαινε
12220,kudainon	12220,κυδαινον
12221,kudaino	12221,κυδαινω
12222,kudarimoio	12222,κυδαλιμοιο
12223,kudarimoisi	12223,κυδαλιμοισι
12224,kudarimoisin	12224,κυδαλιμοισιν
12225,kudarimos	12225,κυδαλιμος
12226,kudarimo	12226,κυδαλιμω
12227,kudanon	12227,κυδανον
12228,kudano	12228,κυδανω
12229,kudei	12229,κυδει
12230,kudenen	12230,κυδηνεν
12231,kudianeira	12231,κυδιανειρα
12232,kudianeire	12232,κυδιανειρη
12233,kudioon	12233,κυδιοων
12234,kudioontes	12234,κυδιοωντες
12235,kudiste	12235,κυδιστη
12236,kudistos	12236,κυδιστος
12237,kudoimeon	12237,κυδοιμεον
12238,kudoimeo	12238,κυδοιμηω
12239,kudoimos	12239,κυδοιμος
12240,kudos	12240,κυδος
12241,kudros	12241,κυδρος
12242,kueo	12242,κυεω
12243,kuta	12243,κυθα
12244,kutereia	12244,κυθερεια
12245,kukao	12245,κυκαω
12246,kukeon	12246,κυκεων
12247,kuketesan	12247,κυκηθησαν
12248,kuketeten	12248,κυκηθητην
12249,kukese	12249,κυκησε
12250,kukresomen	12250,κυκλησομεν
12251,kukros	12251,κυκλος
12252,kukros	12252,κυκλοσ
12253,kukroteres	12253,κυκλοτερης
12254,kukrops	12254,κυκλωψ
12255,kuknon	12255,κυκνων
12256,kukoonti	12256,κυκοωντι
12257,kukomenon	12257,κυκωμενον
12258,kukomenos	12258,κυκωμενος
12259,kurindomena	12259,κυλινδομενα
12260,kurindomene	12260,κυλινδομενη
12261,kurindomenen	12261,κυλινδομενην
12262,kurindomenos	12262,κυλινδομενος
12263,kurindo	12263,κυλινδω
12264,kurro*odies	12264,κυλλοποδιες
12265,kurro*odios	12265,κυλλοποδιος
12266,kuma	12266,κυμα
12267,kumaino	12267,κυμαινω
12268,kumat	12268,κυματ
12269,kumata	12269,κυματα
12270,kumaton	12270,κυματον
12271,kumatos	12271,κυματος
12272,kumqakos	12272,κυμβαχος
12273,kumindin	12273,κυμινδιν
12274,kums	12274,κυμς
12275,kumu	12275,κυμυ
12276,kun	12276,κυν
12277,kunamuia	12277,κυναμυια
12278,kunee	12278,κυνεη
12279,kuneos	12279,κυνεος
12280,kunessi	12280,κυνεσσι
12281,kuneo	12281,κυνεω
12282,kuneketes	12282,κυνηγετης
12283,kunoraisteo	12283,κυνοραιστεω
12284,kuntatos	12284,κυντατος
12285,kunteron	12285,κυντερον
12286,kunteros	12286,κυντερος
12287,kuno	12287,κυνω
12288,kuno*es	12288,κυνωπης
12289,kuno*is	12289,κυνωπις
12290,ku*arissino	12290,κυπαρισσινω
12291,ku*arissos	12291,κυπαρισσος
12292,ku*eiron	12292,κυπειρον
12293,ku*errois	12293,κυπελλοις
12294,ku*erron	12294,κυπελλον
12295,ku*ros	12295,κυπρος
12296,ku*to	12296,κυπτω
12297,kureo	12297,κυρεω
12298,kurma	12298,κυρμα
12299,kursas	12299,κυρσας
12300,kurta	12300,κυρτα
12301,kurtos	12301,κυρτος
12302,kurto	12302,κυρτω
12303,kurtoten	12303,κυρτωθεν
12304,kuro	12304,κυρω
12305,kusa	12305,κυσα
12306,kuse	12306,κυσε
12307,kusen	12307,κυσεν
12308,kussa	12308,κυσσα
12309,kusso	12309,κυσσω
12310,kustis	12310,κυστις
12311,kupos	12311,κυφος
12312,kuo	12312,κυω
12313,kuon	12313,κυων
12314,koas	12314,κωας
12315,kodeia	12315,κωδεια
12316,koea	12316,κωεα
12317,koes	12317,κωης
12318,kokusen	12318,κωκυσεν
12319,kokutos	12319,κωκυτος
12320,kokuo	12320,κωκυω
12321,koreps	12321,κωληψ
12322,kom	12322,κωμ
12323,koos	12323,κωος
12324,ko*e	12324,κωπη
12325,ko*eeis	12325,κωπηεις
12326,korukos	12326,κωρυκος
12327,koruko	12327,κωρυκω
12328,kopos	12328,κωφος
12329,raas	12329,λαας
12330,raq	12330,λαβ
12331,raqeten	12331,λαβετην
12332,raqeton	12332,λαβετον
12333,raqon	12333,λαβον
12334,raqontes	12334,λαβοντες
12335,raqonti	12335,λαβοντι
12336,raqrakores	12336,λαβραγορης
12337,raqreuomai	12337,λαβρευομαι
12338,raqros	12338,λαβρος
12339,raqrotaton	12339,λαβροτατον
12340,raqon	12340,λαβων
12341,rakkanon	12341,λαγχανον
12342,rakkano	12342,λαγχανω
12343,rakoos	12343,λαγωος
12344,rae	12344,λαε
12345,raertiades	12345,λαερτιαδης
12346,raessi	12346,λαεσσι
12347,razoiato	12347,λαζοιατο
12348,razomai	12348,λαζομαι
12349,rat	12349,λαθ
12350,ratestai	12350,λαθεσθαι
12351,ratet	12351,λαθετ
12352,rateten	12352,λαθετην
12353,ratikedea	12353,λαθικηδεα
12354,ratromai	12354,λαθλομαι
12355,ratoiato	12355,λαθοιατο
12356,ratoimen	12356,λαθοιμην
12357,ratre	12357,λαθρη
12358,ratres	12358,λαθρης
12359,raton	12359,λαθων
12360,raikks	12360,λαιγξ
12361,raira*a	12361,λαιλαπα
12362,raira*i	12362,λαιλαπι
12363,rairaps	12363,λαιλαψ
12364,raimos	12364,λαιμος
12365,raineos	12365,λαινεος
12366,rainon	12366,λαινον
12367,rainos	12367,λαινος
12368,rais	12368,λαις
12369,raiseia	12369,λαισηια
12370,raitma	12370,λαιτμα
12371,raips	12371,λαιφς
12372,raipsera	12372,λαιψηρα
12373,raipseros	12373,λαιψηρος
12374,rakedaimon	12374,λακεδαιμων
12375,raktizo	12375,λακτιζω
12376,ramqano	12376,λαμβανω
12377,ram*	12377,λαμπ
12378,ram*esten	12378,λαμπεσθην
12379,ram*etao	12379,λαμπεταω
12380,ram*etoonti	12380,λαμπετοωντι
12381,ram*omenaon	12381,λαμπομεναων
12382,ram*omenes	12382,λαμπομενης
